method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,1000.0,0.19745198699111113,0.009740540757775307,0.42772600054740906,0.012014692649245262,0.5505186319351196
baseline,3,1000.0,0.19022450249117634,0.008773052133619785,0.01115307118743658,0.6154351830482483,0.36463868618011475
baseline,5,1000.0,0.14844818300288506,0.010938761755824089,0.0050392174161970615,0.9649080634117126,0.019114051014184952
baseline,7,1000.0,0.25367908228175307,0.010761621408164501,0.012158948928117752,0.33177846670150757,0.6453009247779846
baseline,11,1000.0,0.15462045140214775,0.6142357587814331,0.3744859993457794,0.005306762643158436,0.005971531383693218
cagrad,2,1000.0,0.6842440405477255,0.514563262462616,0.4854367673397064,0.0,0.0
cagrad,3,1000.0,0.09398388152518428,0.0,0.0031670343596488237,0.9806210994720459,0.016212088987231255
cagrad,5,1000.0,0.38747559299537854,0.004839613568037748,0.2181735783815384,0.007739041931927204,0.7692477107048035
cagrad,7,1000.0,0.14430896082509725,0.026030706241726875,0.0009436880354769528,0.9655336737632751,0.0074919285252690315
cagrad,11,1000.0,0.6167748878148489,0.0,0.6801819801330566,0.24012494087219238,0.07969315350055695
ours,2,1000.0,0.12169288706693408,0.6233800053596497,0.005865924060344696,0.3649713695049286,0.005782869644463062
ours,3,1000.0,0.5017485876806376,0.6059324741363525,0.390859454870224,0.0,0.003208120120689273
ours,5,1000.0,0.15430715389630426,0.9635940790176392,0.01942061446607113,0.009418643079698086,0.007566786836832762
ours,7,1000.0,0.287006734080263,0.9120322465896606,0.07712621241807938,0.00823688879609108,0.002604561857879162
ours,11,1000.0,0.2368217754019727,0.022205106914043427,0.9328714609146118,0.0431244857609272,0.0017988787731155753
