method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.752346570397112,0.016716009967928103,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.146711655163782,0.25361247268809295,98.7715365207423,50.97748920951692,0.45,0.1,0.1888848412338147,0.03763683326506371,0.0007593219022374625,0.0191782073789276,0.0,0.0
cagrad,0.7241877256317689,0.03474717520726632,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.3282458352358208,0.2913302429651634,435073268649.9632,385382114902.8184,0.4,0.1224744871391589,0.3853574727416469,0.23912115824536764,0.004517872309996791,0.013931511007072697,0.0,0.0
ours,0.7501805054151625,0.01774470141147221,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.368302883921587,0.26975804352773125,121186495048.04953,242372989544.1515,0.35,0.1224744871391589,0.2603154276252223,0.1341702732793126,0.0010186149874095156,0.02029545212517988,0.0,0.0
