method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.779783393501805,0.779783393501805,0.779783393501805,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s2.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s2_curve.csv
baseline,3,0.7509025270758123,0.7509025270758123,0.7509025270758123,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s3.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s3_curve.csv
baseline,5,0.7833935018050542,0.7436823104693141,0.7635379061371841,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s5.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s5_curve.csv
baseline,7,0.779783393501805,0.7581227436823105,0.7689530685920578,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s7.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s7_curve.csv
baseline,11,0.7689530685920578,0.7292418772563177,0.7490974729241877,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s11.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/baseline_s11_curve.csv
cagrad,2,0.6859205776173285,0.6859205776173285,0.6859205776173285,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s2.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s2_curve.csv
cagrad,3,0.7870036101083032,0.7220216606498195,0.7545126353790614,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s3.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s3_curve.csv
cagrad,5,0.7725631768953068,0.7653429602888087,0.7689530685920578,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s5.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s5_curve.csv
cagrad,7,0.7617328519855595,0.7617328519855595,0.7617328519855595,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s7.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s7_curve.csv
cagrad,11,0.7220216606498195,0.6859205776173285,0.703971119133574,False,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s11.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2_supplement/final/cagrad_s11_curve.csv
