method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.7153078403078403,0.02402998236331566,0.7153078403078403,0.7153078403078403,0.0005250238688631986,1.5112336071971466,2.5551784142791192e-05,0.007589584457877514
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7098063973063973,0.0004910213243546346,0.7098063973063973,0.7098063973063973,0.001,1.5112336071971466,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_009,local_var_topk,2,0.7064193522526856,0.0077861952861953965,0.7064193522526856,0.7064193522526856,0.000262511934,1.5112336071971466,2.5551784e-05,0.0
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.7018298059964727,0.004298941798941802,0.7018298059964727,0.7018298059964727,0.001,1.0,2.5551784142791192e-05,0.007589584457877514
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7003166586499919,0.01807760141093473,0.7003166586499919,0.7003166586499919,0.001,1.3976850553319569,2.5551784142791192e-05,0.007589584457877514
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6999759499759499,0.0017436267436267694,0.6999759499759499,0.6999759499759499,0.001,1.0,2.5551784142791192e-05,0.006765903978014576
ours,local_var_topk_013,local_var_topk,2,0.6999258457591792,0.024100128266794973,0.6999258457591792,0.6999258457591792,0.000525023869,1.5112336071971466,2.5551784e-05,0.007589584458
ours,local_var_topk_014,local_var_topk,2,0.6958974667308,0.008928571428571452,0.6958974667308,0.6958974667308,0.000525023869,1.5112336071971466,2.5551784e-05,0.017589584458
ours,local_var_topk_026,local_var_topk,2,0.6953964245630913,0.036185265351932006,0.6953964245630913,0.6953964245630913,0.001050047738,1.5112336071971466,5.1103568e-05,0.017589584458
ours,local_var_topk_016,local_var_topk,2,0.6949454866121532,0.02683581850248523,0.6949454866121532,0.6949454866121532,0.001050047738,1.5112336071971466,2.5551784e-05,0.007589584458
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.6940836940836941,0.017255892255892302,0.6940836940836941,0.6940836940836941,0.005954957914881196,1.5112336071971466,2.5551784142791192e-05,0.007589584457877514
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.6940035273368605,0.01126342793009466,0.6940035273368605,0.6940035273368605,0.004572219582090097,1.5112336071971466,2.5551784142791192e-05,0.007589584457877514
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.6923601090267757,0.004248837582170983,0.6923601090267757,0.6923601090267757,0.001,0.6271934850757253,2.5551784142791192e-05,0.007589584457877514
