method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_000,local_var_topk,2,0.7421875,0.0390625,0.7455357142857143,0.7388392857142857,1.3896073e-05,1.123562336277,1.2775892e-05,0.007589584457877514
ours,local_var_topk_010,local_var_topk,2,0.7421875,0.0033482142857143016,0.7611607142857143,0.7232142857142857,2.7792147e-05,1.123562336277,2.5551784e-05,0.007589584457877514
ours,local_var_topk_005,local_var_topk,2,0.7410714285714286,0.0267857142857143,0.7410714285714286,0.7410714285714286,5.5584293e-05,1.423562336277,1.2775892e-05,0.007589584457877514
ours,local_var_topk_011,local_var_topk,2,0.7410714285714286,0.022321428571428548,0.75,0.7321428571428571,5.5584293e-05,1.123562336277,2.5551784e-05,0.007589584457877514
ours,coord_01_train_lr_008,coord:train.lr,2,0.7399553571428572,0.014508928571428548,0.7633928571428572,0.7165178571428572,0.001,1.0,3.073869450200515e-05,0.01
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7399553571428572,0.014508928571428548,0.7522321428571428,0.7276785714285714,0.001,1.0,2.5551784142791192e-05,0.024742505611920138
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.7399553571428572,0.03236607142857145,0.7433035714285714,0.7366071428571428,0.005445486962674414,1.4235623362774221,2.5551784142791192e-05,0.007589584457877514
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.7399553571428572,0.01004464285714285,0.7589285714285714,0.7209821428571428,0.004572219582090097,1.4235623362774221,2.5551784142791192e-05,0.007589584457877514
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.7399553571428571,0.010044642857142905,0.7544642857142857,0.7254464285714286,0.001,1.0,2.5551784142791192e-05,0.006765903978014576
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7399553571428571,0.010044642857142905,0.7566964285714286,0.7232142857142857,0.001,0.8690175238301865,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_006,local_var_topk,2,0.7388392857142858,0.03348214285714285,0.7388392857142858,0.7388392857142858,1.3896073e-05,1.723562336277,1.2775892e-05,0.007589584457877514
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.7388392857142857,0.011160714285714302,0.75,0.7276785714285714,0.011663013105376962,1.4235623362774221,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_012,local_var_topk,2,0.7388392857142857,0.024553571428571397,0.75,0.7276785714285714,1.3896073e-05,1.423562336277,2.5551784e-05,0.007589584457877514
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7377232142857143,0.012276785714285698,0.7477678571428572,0.7276785714285714,0.001,1.0,2.5551784142791192e-05,0.04941338139680235
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.7377232142857142,0.016741071428571452,0.7566964285714286,0.71875,0.001,1.0,2.5551784142791192e-05,0.02446709884391641
ours,local_var_topk_016,local_var_topk,2,0.7366071428571428,0.008928571428571452,0.7611607142857143,0.7120535714285714,2.7792147e-05,1.723562336277,2.5551784e-05,0.007589584457877514
ours,coord_01_train_lr_005,coord:train.lr,2,0.7332589285714286,0.0011160714285714524,0.7455357142857142,0.7209821428571428,0.001,1.0,1.2632687420587218e-05,0.01
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7332589285714286,0.0011160714285714524,0.7566964285714286,0.7098214285714286,0.001,1.3976850553319569,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_008,local_var_topk,2,0.7332589285714286,0.016741071428571397,0.7388392857142857,0.7276785714285714,5.5584293e-05,1.723562336277,1.2775892e-05,0.007589584457877514
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7321428571428572,5.551115123125783e-17,0.75,0.7142857142857142,0.001,1.5112336071971466,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_001,local_var_topk,2,0.7321428571428572,0.008928571428571452,0.7321428571428572,0.7321428571428572,2.7792147e-05,1.123562336277,1.2775892e-05,0.007589584457877514
ours,local_var_topk_004,local_var_topk,2,0.7321428571428572,0.026785714285714246,0.7321428571428572,0.7321428571428572,2.7792147e-05,1.423562336277,1.2775892e-05,0.007589584457877514
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.7321428571428571,0.011160714285714302,0.7477678571428572,0.7165178571428571,0.001,0.9537451003327635,2.5551784142791192e-05,0.007589584457877514
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.7310267857142858,0.005580357142857151,0.7522321428571429,0.7098214285714286,0.001,1.0,2.5551784142791192e-05,0.007863245139373703
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.7299107142857144,0.006696428571428548,0.7366071428571429,0.7232142857142858,0.001,1.0,2.5551784142791192e-05,0.01543368425632205
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7276785714285714,0.0,0.7410714285714286,0.7142857142857142,0.001,1.0,2.5551784142791192e-05,0.03175375624865879
ours,local_var_topk_002,local_var_topk,2,0.7276785714285714,0.0267857142857143,0.7276785714285714,0.7276785714285714,5.5584293e-05,1.123562336277,1.2775892e-05,0.007589584457877514
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.7254464285714286,0.024553571428571397,0.7366071428571428,0.7142857142857143,0.001,1.0,2.5551784142791192e-05,0.012627914022778375
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.7254464285714286,0.015625,0.7366071428571428,0.7142857142857143,0.001,1.0,2.5551784142791192e-05,0.01546097607936744
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.7254464285714286,0.015625,0.7254464285714286,0.7254464285714286,0.001,0.6972133520518287,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_007,local_var_topk,2,0.7254464285714286,0.006696428571428548,0.7254464285714286,0.7254464285714286,2.7792147e-05,1.723562336277,1.2775892e-05,0.007589584457877514
ours,local_var_topk_009,local_var_topk,2,0.7254464285714286,0.011160714285714302,0.7433035714285714,0.7075892857142858,1.3896073e-05,1.123562336277,2.5551784e-05,0.007589584457877514
ours,coord_02_anchor,coord:train.weight_decay,2,0.7243303571428572,0.030133928571428548,0.734375,0.7142857142857143,0.001,1.0,2.5551784142791192e-05,0.01
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.7209821428571428,0.03348214285714285,0.7209821428571428,0.7209821428571428,0.005954957914881196,1.4235623362774221,2.5551784142791192e-05,0.007589584457877514
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7198660714285714,0.016741071428571452,0.7232142857142858,0.7165178571428572,0.001,0.5277354059107395,2.5551784142791192e-05,0.007589584457877514
ours,local_var_topk_018,local_var_topk,2,0.7042410714285714,0.0457589285714286,0.7075892857142857,0.7008928571428572,1.3896073e-05,1.123562336277,5.1103568e-05,0.007589584457877514
ours,local_var_topk_022,local_var_topk,2,0.7020089285714286,0.050223214285714246,0.703125,0.7008928571428572,2.7792147e-05,1.423562336277,5.1103568e-05,0.007589584457877514
ours,local_var_topk_021,local_var_topk,2,0.6964285714285714,0.04464285714285715,0.703125,0.6897321428571428,1.3896073e-05,1.423562336277,5.1103568e-05,0.007589584457877514
ours,coord_01_train_lr_007,coord:train.lr,2,0.6941964285714286,0.011160714285714302,0.7098214285714286,0.6785714285714286,0.001,1.0,4.073235308694881e-05,0.01
ours,local_var_topk_026,local_var_topk,2,0.6886160714285714,0.003348214285714246,0.7008928571428572,0.6763392857142857,5.5584293e-05,1.723562336277,5.1103568e-05,0.007589584457877514
ours,local_var_topk_019,local_var_topk,2,0.6875,0.0357142857142857,0.6875,0.6875,2.7792147e-05,1.123562336277,5.1103568e-05,0.007589584457877514
ours,coord_01_train_lr_003,coord:train.lr,2,0.6852678571428572,0.006696428571428548,0.6852678571428572,0.6852678571428572,0.001,1.0,6.110024420884288e-06,0.01
ours,local_var_topk_023,local_var_topk,2,0.6741071428571428,0.022321428571428548,0.6875,0.6607142857142857,5.5584293e-05,1.423562336277,5.1103568e-05,0.007589584457877514
ours,local_var_topk_020,local_var_topk,2,0.6674107142857143,0.015625,0.6830357142857143,0.6517857142857143,5.5584293e-05,1.123562336277,5.1103568e-05,0.007589584457877514
ours,local_var_topk_024,local_var_topk,2,0.6607142857142857,0.008928571428571397,0.6607142857142857,0.6607142857142857,1.3896073e-05,1.723562336277,5.1103568e-05,0.007589584457877514
ours,coord_01_train_lr_000,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,3.0561322966883563e-06,0.01
ours,coord_01_train_lr_001,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,0.00011129736574037923,0.01
ours,coord_01_train_lr_002,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,0.003661385906620278,0.01
ours,coord_01_train_lr_006,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,9.047754223534923e-05,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,0.0005843483351802731,0.01
ours,coord_01_train_lr_010,coord:train.lr,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,0.001,1.0,0.0006416285041125823,0.01
ours,local_var_topk_025,local_var_topk,2,0.6517857142857143,0.0,0.6517857142857143,0.6517857142857143,2.7792147e-05,1.723562336277,5.1103568e-05,0.007589584457877514
