method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_01_train_lr_003,coord:train.lr,2,0.9021590909090909,0.017272727272727273,0.9059280303030304,0.8983901515151516,0.001,1.0,6.110024420884288e-06,0.01
ours,coord_01_train_lr_008,coord:train.lr,2,0.9009185606060606,0.004952651515151507,0.9095075757575757,0.8923295454545453,0.001,1.0,3.073869450200515e-05,0.01
ours,local_var_topk_024,local_var_topk,2,0.900407196969697,0.005842803030303045,0.9018939393939394,0.8989204545454546,2.7792146575590733e-05,0.7,5.1103568e-05,0.045318587196
ours,local_var_topk_025,local_var_topk,2,0.9003693181818182,0.014479166666666599,0.9047348484848485,0.8960037878787879,2.7792146575590733e-05,1.0,5.1103568e-05,0.045318587196
ours,local_var_topk_018,local_var_topk,2,0.8961363636363636,0.011553030303030343,0.899526515151515,0.8927462121212122,2.7792146575590733e-05,0.7,5.1103568e-05,0.025318587196
ours,local_var_topk_026,local_var_topk,2,0.8953219696969698,0.012670454545454568,0.8953219696969698,0.8953219696969698,2.7792146575590733e-05,1.3,5.1103568e-05,0.045318587196
ours,local_var_topk_021,local_var_topk,2,0.8906628787878788,0.0010416666666666075,0.8990151515151514,0.8823106060606061,2.7792146575590733e-05,0.7,5.1103568e-05,0.035318587196
ours,local_var_topk_019,local_var_topk,2,0.8906060606060606,0.00920454545454552,0.8909090909090909,0.8903030303030304,2.7792146575590733e-05,1.0,5.1103568e-05,0.025318587196
ours,coord_01_train_lr_000,coord:train.lr,2,0.8883522727272728,0.020435606060606015,0.8883522727272728,0.8883522727272728,0.001,1.0,3.0561322966883563e-06,0.01
ours,coord_01_train_lr_006,coord:train.lr,2,0.8862026515151515,0.015918560606060617,0.8909280303030304,0.8814772727272728,0.001,1.0,9.047754223534923e-05,0.01
ours,coord_01_train_lr_001,coord:train.lr,2,0.7771969696969697,0.05924242424242421,0.846344696969697,0.7080492424242424,0.001,1.0,0.00011129736574037923,0.01
ours,coord_01_train_lr_002,coord:train.lr,2,0.4960416666666667,0.003958333333333314,0.5,0.4920833333333334,0.001,1.0,0.003661385906620278,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.4960416666666667,0.003958333333333314,0.5,0.4920833333333334,0.001,1.0,0.0005843483351802731,0.01
ours,coord_01_train_lr_010,coord:train.lr,2,0.4960416666666667,0.003958333333333314,0.5,0.4920833333333334,0.001,1.0,0.0006416285041125823,0.01
