method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_008,local_var_topk,2,0.9262689393939394,0.0024431818181818166,0.9262689393939394,0.9262689393939394,2.7792146575590733e-05,1.3,1.2775892e-05,0.045318587196
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.9239772727272728,0.001780303030303021,0.9239772727272728,0.9239772727272728,0.001,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_02_anchor,coord:train.weight_decay,2,0.923721590909091,0.002869318181818181,0.9250378787878788,0.9224053030303031,0.001,1.0,2.5551784142791192e-05,0.01
ours,local_var_topk_007,local_var_topk,2,0.9228219696969697,0.0014583333333333948,0.9228219696969697,0.9228219696969697,2.7792146575590733e-05,1.0,1.2775892e-05,0.045318587196
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.9221780303030302,0.0006250000000000422,0.9221780303030302,0.9221780303030302,2.7792146575590733e-05,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.9221590909090909,0.00678030303030297,0.9253598484848484,0.9189583333333333,0.000840670587923724,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_03_anchor,coord:train.grad_clip,2,0.92125,0.0070075757575758235,0.92125,0.92125,0.001,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.9211647727272727,0.004820075757575759,0.921780303030303,0.9205492424242423,0.005954957914881196,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_009,local_var_topk,2,0.9206439393939394,0.0003409090909090584,0.9206439393939394,0.9206439393939394,2.7792146575590733e-05,0.7,2.5551784e-05,0.025318587196
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.920625,0.004526515151515198,0.920625,0.920625,0.001,0.9733492506568604,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_011,local_var_topk,2,0.9200189393939393,0.006003787878787803,0.9200189393939393,0.9200189393939393,2.7792146575590733e-05,1.3,2.5551784e-05,0.025318587196
ours,local_var_topk_001,local_var_topk,2,0.9197253787878787,0.01652462121212117,0.9198674242424242,0.9195833333333333,2.7792146575590733e-05,1.0,1.2775892e-05,0.025318587196
ours,local_var_topk_000,local_var_topk,2,0.9190340909090909,0.0071401515151514605,0.9190340909090909,0.9190340909090909,2.7792146575590733e-05,0.7,1.2775892e-05,0.025318587196
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.9180681818181818,0.0015151515151515804,0.9194696969696969,0.9166666666666667,0.004572219582090097,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_010,local_var_topk,2,0.9179829545454545,0.006979166666666703,0.9208522727272727,0.9151136363636363,2.7792146575590733e-05,1.0,2.5551784e-05,0.025318587196
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.9179640151515152,0.004876893939393945,0.9184280303030303,0.9175,0.001,1.0,2.5551784142791192e-05,0.01543368425632205
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.917784090909091,0.0025189393939393234,0.917784090909091,0.917784090909091,0.011663013105376962,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_012,local_var_topk,2,0.9171969696969697,0.006287878787878787,0.9191666666666667,0.9152272727272727,2.7792146575590733e-05,0.7,2.5551784e-05,0.035318587196
ours,local_var_topk_002,local_var_topk,2,0.9167234848484848,0.005890151515151487,0.9167234848484848,0.9167234848484848,2.7792146575590733e-05,1.3,1.2775892e-05,0.025318587196
ours,local_var_topk_005,local_var_topk,2,0.9164109848484847,0.011013257575757607,0.9166098484848484,0.9162121212121211,2.7792146575590733e-05,1.3,1.2775892e-05,0.035318587196
ours,coord_01_train_lr_004,coord:train.lr,2,0.9163162878787878,0.003607954545454539,0.921685606060606,0.9109469696969696,0.001,1.0,2.5551784142791192e-05,0.01
ours,local_var_topk_004,local_var_topk,2,0.9160984848484848,0.00378787878787884,0.9160984848484848,0.9160984848484848,2.7792146575590733e-05,1.0,1.2775892e-05,0.035318587196
ours,local_var_topk_003,local_var_topk,2,0.9159090909090908,0.005037878787878813,0.9159090909090908,0.9159090909090908,2.7792146575590733e-05,0.7,1.2775892e-05,0.035318587196
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.9158901515151515,0.010284090909090882,0.9158901515151515,0.9158901515151515,0.005445486962674414,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.9158049242424242,0.01392992424242423,0.9179734848484848,0.9136363636363636,0.001,1.4235623362774221,2.5551784142791192e-05,0.035318587196151295
ours,coord_01_train_lr_005,coord:train.lr,2,0.9157481060606061,0.013153409090909063,0.9211363636363636,0.9103598484848484,0.001,1.0,1.2632687420587218e-05,0.01
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.9155681818181818,0.00303030303030305,0.9155681818181818,0.9155681818181818,0.001,1.0,2.5551784142791192e-05,0.024742505611920138
ours,local_var_topk_006,local_var_topk,2,0.9150757575757575,0.004204545454545516,0.9150757575757575,0.9150757575757575,2.7792146575590733e-05,0.7,1.2775892e-05,0.045318587196
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.9148863636363637,0.003560606060606042,0.915909090909091,0.9138636363636363,0.001,0.5277354059107395,2.5551784142791192e-05,0.035318587196151295
ours,coord_01_anchor,coord:train.lr,2,0.9142140151515152,0.004005681818181839,0.9152651515151516,0.9131628787878788,0.001,1.0,2e-05,0.01
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.9141950757575757,0.01599431818181818,0.9214583333333333,0.9069318181818182,0.0008511481723539354,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.9141761363636365,0.004649621212121147,0.9157007575757576,0.9126515151515152,0.001,0.8623574172053887,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_017,local_var_topk,2,0.9139015151515151,0.0040909090909090895,0.9139015151515151,0.9139015151515151,2.7792146575590733e-05,1.3,2.5551784e-05,0.045318587196
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.9137121212121213,0.012651515151515136,0.923125,0.9042992424242424,0.001,1.0,2.5551784142791192e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.9136647727272728,0.012736742424242387,0.9185227272727273,0.9088068181818182,6.143546030345602e-05,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.9134374999999999,0.0026988636363635687,0.9160037878787879,0.9108712121212121,0.001,1.0,2.5551784142791192e-05,0.03175375624865879
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.912784090909091,0.003352272727272676,0.912784090909091,0.912784090909091,0.001,1.0,2.5551784142791192e-05,0.007863245139373703
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.9127462121212121,0.004412878787878771,0.9127462121212121,0.9127462121212121,0.001,1.979075829358662,2.5551784142791192e-05,0.035318587196151295
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.912594696969697,0.008579545454545534,0.912594696969697,0.912594696969697,0.0005250238688631986,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_014,local_var_topk,2,0.9124905303030302,0.013683712121212166,0.9201893939393939,0.9047916666666667,2.7792146575590733e-05,1.3,2.5551784e-05,0.035318587196
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.9119791666666666,0.006429924242424223,0.9157765151515151,0.9081818181818182,0.001,0.6271934850757253,2.5551784142791192e-05,0.035318587196151295
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.9114867424242423,0.00529356060606051,0.9158143939393939,0.9071590909090909,0.001,0.6972133520518287,2.5551784142791192e-05,0.035318587196151295
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.9113257575757576,0.004204545454545405,0.9147727272727273,0.907878787878788,0.001,1.0,2.5551784142791192e-05,0.006765903978014576
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.9112215909090909,0.0036837121212121016,0.9132954545454546,0.9091477272727273,0.001,1.0,2.5551784142791192e-05,0.007589584457877514
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.9111931818181818,0.00035984848484849064,0.9140151515151514,0.9083712121212121,0.0264413130973263,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_016,local_var_topk,2,0.911032196969697,0.005482954545454555,0.9125378787878788,0.9095265151515151,2.7792146575590733e-05,1.0,2.5551784e-05,0.045318587196
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.9104924242424242,0.016969696969696968,0.9208522727272727,0.9001325757575757,0.001,1.0,2.5551784142791192e-05,0.01546097607936744
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.9104734848484849,0.005852272727272734,0.9141287878787879,0.9068181818181819,0.001,0.9537451003327635,2.5551784142791192e-05,0.035318587196151295
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.9101325757575758,0.0028219696969697394,0.9101325757575758,0.9101325757575758,0.001,1.0,2.5551784142791192e-05,0.02446709884391641
ours,local_var_topk_013,local_var_topk,2,0.9099905303030303,0.015767045454545436,0.9156818181818183,0.9042992424242424,2.7792146575590733e-05,1.0,2.5551784e-05,0.035318587196
ours,coord_01_train_lr_007,coord:train.lr,2,0.9099715909090909,0.008664772727272674,0.9171590909090909,0.902784090909091,0.001,1.0,4.073235308694881e-05,0.01
ours,local_var_topk_015,local_var_topk,2,0.9095075757575758,0.014848484848484778,0.9211742424242424,0.8978409090909092,2.7792146575590733e-05,0.7,2.5551784e-05,0.045318587196
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.909251893939394,0.009005681818181843,0.914375,0.9041287878787879,0.001,1.0,2.5551784142791192e-05,0.035318587196151295
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.9076799242424242,0.007717803030303005,0.9094128787878787,0.9059469696969698,0.001,0.8690175238301865,2.5551784142791192e-05,0.035318587196151295
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.907471590909091,0.0025662878787878762,0.9110606060606061,0.9038825757575759,0.0002295465706459708,1.0,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_022,local_var_topk,2,0.9068560606060605,0.006325757575757596,0.9093181818181817,0.9043939393939393,2.7792146575590733e-05,1.0,5.1103568e-05,0.035318587196
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.9060984848484848,0.008106060606060617,0.9125,0.8996969696969697,0.001,1.3976850553319569,2.5551784142791192e-05,0.035318587196151295
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.906060606060606,0.005151515151515074,0.9124431818181818,0.8996780303030303,0.001,1.0,2.5551784142791192e-05,0.04941338139680235
ours,local_var_topk_020,local_var_topk,2,0.9057386363636364,0.009147727272727335,0.9074810606060606,0.9039962121212122,2.7792146575590733e-05,1.3,5.1103568e-05,0.025318587196
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.9049053030303029,0.012253787878787892,0.9071022727272726,0.9027083333333333,0.001,1.5112336071971466,2.5551784142791192e-05,0.035318587196151295
ours,local_var_topk_023,local_var_topk,2,0.9031534090909091,0.012717803030303121,0.9070265151515151,0.8992803030303032,2.7792146575590733e-05,1.3,5.1103568e-05,0.035318587196
