method,expert,score_var,score_mean,score_std
baseline,e0,0.02040065354079057,0.267925888672471,0.14283085640291657
baseline,e1,0.04353352231710499,0.3147022262215614,0.20864688427365743
baseline,e2,0.009273901211055003,0.21433036401867867,0.09630109662436354
baseline,e3,0.018543358735315024,0.36685097515583037,0.13617400168650043
ours,e0,0.028742835111885117,0.2593348860740662,0.16953712015922978
ours,e1,0.019669725082222467,0.31739965081214905,0.14024879707941337
ours,e2,0.03231410834847154,0.356495401263237,0.1797612537463831
ours,e3,0.032686835447069865,0.23496065959334372,0.18079500946395027
