method,lr,seed,best_val_acc,final_val_acc,score_05_05,summary_json,curve_csv
baseline_avg,2.0000000000000003e-06,2,0.3460286458333333,0.3460286458333333,0.3460286458333333,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s2_curve.csv
baseline_avg,2.0000000000000003e-06,3,0.3388671875,0.3349609375,0.3369140625,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s3_curve.csv
baseline_avg,2.0000000000000003e-06,5,0.3525390625,0.349609375,0.35107421875,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p00em06/baseline_avg_s5_curve.csv
baseline_avg,4.349118552081964e-06,2,0.3352864583333333,0.3326822916666667,0.333984375,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s2_curve.csv
baseline_avg,4.349118552081964e-06,3,0.3349609375,0.3349609375,0.3349609375,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s3_curve.csv
baseline_avg,4.349118552081964e-06,5,0.33984375,0.322265625,0.3310546875,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p35em06/baseline_avg_s5_curve.csv
baseline_avg,9.45741609003176e-06,2,0.345703125,0.33984375,0.3427734375,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s2_curve.csv
baseline_avg,9.45741609003176e-06,3,0.3548177083333333,0.3548177083333333,0.3548177083333333,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s3_curve.csv
baseline_avg,9.45741609003176e-06,5,0.3336588541666667,0.3326822916666667,0.3331705729166667,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p46em06/baseline_avg_s5_curve.csv
baseline_avg,2.0565711885957796e-05,2,0.3274739583333333,0.3092447916666667,0.318359375,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s2_curve.csv
baseline_avg,2.0565711885957796e-05,3,0.3346354166666667,0.3307291666666667,0.3326822916666667,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s3_curve.csv
baseline_avg,2.0565711885957796e-05,5,0.3310546875,0.314453125,0.32275390625,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p06em05/baseline_avg_s5_curve.csv
baseline_avg,4.4721359549995795e-05,2,0.3359375,0.3229166666666667,0.32942708333333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s2_curve.csv
baseline_avg,4.4721359549995795e-05,3,0.349609375,0.349609375,0.349609375,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s3_curve.csv
baseline_avg,4.4721359549995795e-05,5,0.3310546875,0.318359375,0.32470703125,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p47em05/baseline_avg_s5_curve.csv
baseline_avg,9.72492472466073e-05,2,0.3369140625,0.3196614583333333,0.32828776041666663,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s2_curve.csv
baseline_avg,9.72492472466073e-05,3,0.3362630208333333,0.3294270833333333,0.3328450520833333,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s3_curve.csv
baseline_avg,9.72492472466073e-05,5,0.3408203125,0.3408203125,0.3408203125,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_9p72em05/baseline_avg_s5_curve.csv
baseline_avg,0.00021147425268811283,2,0.345703125,0.3232421875,0.33447265625,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s2_curve.csv
baseline_avg,0.00021147425268811283,3,0.33984375,0.3326822916666667,0.33626302083333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s3_curve.csv
baseline_avg,0.00021147425268811283,5,0.3450520833333333,0.3401692708333333,0.3426106770833333,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_2p11em04/baseline_avg_s5_curve.csv
baseline_avg,0.00045986329782677027,2,0.3424479166666667,0.3212890625,0.33186848958333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s2_curve.csv
baseline_avg,0.00045986329782677027,3,0.3505859375,0.3453776041666667,0.34798177083333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s3_curve.csv
baseline_avg,0.00045986329782677027,5,0.3450520833333333,0.3385416666666667,0.341796875,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_4p60em04/baseline_avg_s5_curve.csv
baseline_avg,0.001,2,0.3427734375,0.3414713541666667,0.34212239583333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s2.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s2_curve.csv
baseline_avg,0.001,3,0.3486328125,0.3486328125,0.3486328125,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s3.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s3_curve.csv
baseline_avg,0.001,5,0.3395182291666667,0.3369140625,0.33821614583333337,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s5.json,runs_lr_sweep_step100_gpu1/baseline_avg/lr_1p00em03/baseline_avg_s5_curve.csv
baseline_cagrad,2.0000000000000003e-06,2,0.3382161458333333,0.3382161458333333,0.3382161458333333,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s2.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.0000000000000003e-06,3,0.330078125,0.326171875,0.328125,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s3.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,2.0000000000000003e-06,5,0.337890625,0.3359375,0.3369140625,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s5.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p00em06/baseline_cagrad_s5_curve.csv
baseline_cagrad,4.349118552081964e-06,2,0.3385416666666667,0.3352864583333333,0.3369140625,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s2.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,4.349118552081964e-06,3,0.3414713541666667,0.3414713541666667,0.3414713541666667,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s3.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,4.349118552081964e-06,5,0.3401692708333333,0.3365885416666667,0.33837890625,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s5.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p35em06/baseline_cagrad_s5_curve.csv
baseline_cagrad,9.45741609003176e-06,2,0.33984375,0.33984375,0.33984375,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s2.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s2_curve.csv
baseline_cagrad,9.45741609003176e-06,3,0.3421223958333333,0.3421223958333333,0.3421223958333333,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s3.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s3_curve.csv
baseline_cagrad,9.45741609003176e-06,5,0.3352864583333333,0.3333333333333333,0.3343098958333333,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s5.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_9p46em06/baseline_cagrad_s5_curve.csv
baseline_cagrad,2.0565711885957796e-05,2,0.3473307291666667,0.3382161458333333,0.3427734375,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s2.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s2_curve.csv
baseline_cagrad,2.0565711885957796e-05,3,0.3424479166666667,0.3313802083333333,0.3369140625,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s3.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s3_curve.csv
baseline_cagrad,2.0565711885957796e-05,5,0.3427734375,0.3297526041666667,0.33626302083333337,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s5.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_2p06em05/baseline_cagrad_s5_curve.csv
baseline_cagrad,4.4721359549995795e-05,2,0.3424479166666667,0.3326822916666667,0.3375651041666667,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p47em05/baseline_cagrad_s2.json,runs_lr_sweep_step100_gpu1/baseline_cagrad/lr_4p47em05/baseline_cagrad_s2_curve.csv
