method,lr,n,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline_avg,2.0000000000000003e-06,3,0.3458116319444444,0.005583628615567972,0.3435329861111111,0.006235137976804963,0.34467230902777773,0.005859877325432788
baseline_avg,4.349118552081964e-06,3,0.3366970486111111,0.002229018943595288,0.3299696180555556,0.005526402594725196,0.3333333333333333,0.0016598370812476513
baseline_avg,9.45741609003176e-06,3,0.3447265625,0.008665623006988444,0.3424479166666667,0.009222451979546764,0.3435872395833333,0.0088561211716343
baseline_avg,2.0565711885957796e-05,3,0.3310546875,0.002923653121811534,0.3181423611111111,0.009150680834335078,0.3245985243055556,0.005991018126508535
baseline_avg,4.4721359549995795e-05,3,0.3388671875,0.007853084688681523,0.3302951388888889,0.01378337196892397,0.3345811631944445,0.010799848315966422
baseline_avg,9.72492472466073e-05,3,0.3379991319444444,0.002012504013779455,0.3299696180555555,0.00864658064806274,0.333984375,0.005179430983013307
baseline_avg,0.00021147425268811283,3,0.3435329861111111,0.002622188796352985,0.33203125,0.006925769703660127,0.3377821180555556,0.003491665127973963
baseline_avg,0.00045986329782677027,3,0.3460286458333333,0.003393336755883652,0.3350694444444445,0.01013596584041385,0.3405490451388889,0.006637131292062396
baseline_avg,0.001,3,0.3436414930555556,0.0037712993049007675,0.34233940972222227,0.004823374733266681,0.3429904513888889,0.004296655788459908
baseline_cagrad,2.0000000000000003e-06,3,0.33539496527777773,0.0037619218366666003,0.33344184027777773,0.005224133297400482,0.33441840277777773,0.004481744016506806
baseline_cagrad,4.349118552081964e-06,3,0.3400607638888889,0.0011984983742607694,0.3377821180555556,0.0026622925664898764,0.33892144097222227,0.0018996464192721
baseline_cagrad,9.45741609003176e-06,3,0.33908420138888884,0.002841970671377778,0.33843315972222215,0.0037241758467297147,0.3387586805555555,0.0032804289188001264
baseline_cagrad,2.0565711885957796e-05,3,0.34418402777777785,0.002229018943595288,0.3331163194444444,0.0036668283959886607,0.33865017361111116,0.002927677422576388
baseline_cagrad,4.4721359549995795e-05,3,0.3463541666666667,0.005524271728019903,0.3430989583333333,0.008783032267729194,0.3447265625,0.006966450051768456
baseline_cagrad,9.72492472466073e-05,3,0.3377821180555555,0.0010062520068897195,0.3328993055555556,0.005475032904315465,0.3353407118055556,0.0031232287249618527
baseline_cagrad,0.00021147425268811283,3,0.34917534722222215,0.0041545550605635,0.3399522569444444,0.007043764048228068,0.3445638020833333,0.0025249731506554072
baseline_cagrad,0.00045986329782677027,3,0.3448350694444445,0.002714842882638187,0.3391927083333333,0.009898545635243488,0.3420138888888889,0.006062810349261718
baseline_cagrad,0.001,3,0.3429904513888889,0.0018856496524503736,0.3294270833333333,0.005768243862848096,0.33620876736111116,0.0036280932068794374
ours,2.0000000000000003e-06,3,0.3421223958333333,0.0059905267976745795,0.3409288194444444,0.0070136122444411034,0.3415256076388889,0.006500009766776903
ours,4.349118552081964e-06,3,0.33550347222222227,0.004651899112462228,0.3323567708333333,0.0034552264166863274,0.33393012152777785,0.003929539705345429
ours,9.45741609003176e-06,3,0.3385416666666667,0.010026182583786047,0.3359375,0.012909134613685307,0.3372395833333333,0.011410267517676457
ours,2.0565711885957796e-05,3,0.3486328125,0.007370489452144847,0.33810763888888884,0.0035692023010847444,0.3433702256944444,0.005449166462452139
ours,4.4721359549995795e-05,3,0.3400607638888889,0.008010429177643988,0.3361545138888889,0.010505579377135112,0.3381076388888889,0.009238077590135669
ours,9.72492472466073e-05,3,0.3356119791666667,0.001594719884624465,0.3284505208333333,0.0031335783589830075,0.33203125,0.0021877002119852374
ours,0.00021147425268811283,3,0.3420138888888889,0.002322150017256158,0.3369140625,0.007384852225335757,0.3394639756944444,0.004795835097788557
ours,0.00045986329782677027,3,0.3429904513888889,0.003080527249691475,0.3349609375,0.009594124877689071,0.3389756944444444,0.005462114995075168
ours,0.001,3,0.3424479166666667,0.002126293179499279,0.32476128472222227,0.007961777920071255,0.3336046006944445,0.004786620008705023
