method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,1,0.6070207002029686,0.0,0.6070207002029686,0.0,0.6070207002029686,0.0
cagrad,1,0.6062037067389163,0.0,0.6062037067389163,0.0,0.6062037067389163,0.0
baseline,1,0.40974978657176536,0.0,0.40974978657176536,0.0,0.40974978657176536,0.0
