method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,1,0.3087248322147651,0.0,3.81279261307862,0.0
baseline,glue_mrpc,glue/mrpc,1,0.39705882352941174,0.0,1.4794279827791101,0.0
baseline,glue_rte,glue/rte,1,0.5234657039711191,0.0,2.1537667889134693,0.0
cagrad,glue_cola,glue/cola,1,0.6912751677852349,0.0,1.4659662790750225,0.0
cagrad,glue_mrpc,glue/mrpc,1,0.6544117647058824,0.0,1.0380552922941597,0.0
cagrad,glue_rte,glue/rte,1,0.4729241877256318,0.0,2.191623756363988,0.0
ours,glue_cola,glue/cola,1,0.6912751677852349,0.0,2.1938441036715375,0.0
ours,glue_mrpc,glue/mrpc,1,0.6568627450980392,0.0,0.9656243723470206,0.0
ours,glue_rte,glue/rte,1,0.4729241877256318,0.0,2.523415638724608,0.0
