method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.0960627253540297
baseline,e0,e2,-0.20338939250662927
baseline,e0,e3,0.11117134659569783
baseline,e1,e0,-0.0960627253540297
baseline,e1,e1,1.0
baseline,e1,e2,0.055069226213940156
baseline,e1,e3,0.2150201292033211
baseline,e2,e0,-0.20338939250662927
baseline,e2,e1,0.055069226213940156
baseline,e2,e2,1.0
baseline,e2,e3,0.1420303432238763
baseline,e3,e0,0.11117134659569783
baseline,e3,e1,0.2150201292033211
baseline,e3,e2,0.1420303432238763
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.05552695165904666
cagrad,e0,e2,0.015349400785060011
cagrad,e0,e3,-0.08090830928391886
cagrad,e1,e0,0.05552695165904666
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.22140806168838117
cagrad,e1,e3,-0.012210241214122505
cagrad,e2,e0,0.015349400785060011
cagrad,e2,e1,-0.22140806168838117
cagrad,e2,e2,1.0
cagrad,e2,e3,-0.11614247547329098
cagrad,e3,e0,-0.08090830928391886
cagrad,e3,e1,-0.012210241214122505
cagrad,e3,e2,-0.11614247547329098
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.1536649910810034
ours,e0,e2,0.1804382553767518
ours,e0,e3,0.47144833829696775
ours,e1,e0,-0.1536649910810034
ours,e1,e1,1.0
ours,e1,e2,0.28351934807172113
ours,e1,e3,-0.16994987804258005
ours,e2,e0,0.1804382553767518
ours,e2,e1,0.28351934807172113
ours,e2,e2,1.0
ours,e2,e3,0.6168025836081578
ours,e3,e0,0.47144833829696775
ours,e3,e1,-0.16994987804258005
ours,e3,e2,0.6168025836081578
ours,e3,e3,1.0
