method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,116.64503287803382,0.0,0.7343486789613962,0.0,6859.04931640625,0.0
cagrad,123.07715678494424,0.0,6.949440062977374,0.0,6859.04931640625,0.0
ours,117.07565178582445,0.0,0.77333312202245,0.0,6809.3583984375,0.0
