method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,0.14389169245152045,0.016874372959136963,0.935467541217804,0.020463598892092705,0.027194486930966377
cagrad,1,1.0,0.06985617779853917,0.010568191297352314,0.00850481353700161,0.006991210393607616,0.9739356637001038
ours,1,1.0,0.8322782716541378,0.5032183527946472,0.08350007981061935,0.40064069628715515,0.012640835717320442
