method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.40974978657176536,0.0,0.8535613777214798,0.0,0.9313545093307992,0.0,0.8233932107686996,0.0,0.45626611426016195,0.0,1.5830888748168945,0.0,55.43717348686883,0.0,0.25,0.0,0.14389169245152045,0.0,0.03730648789602941,0.0,0.6542632171026084,0.0
cagrad,0.6062037067389163,0.0,0.9751373326231247,0.0,0.9834265186355923,0.0,0.7059203311800957,0.0,0.539212974813549,0.0,1.6718657817680576,0.0,139.30859019642975,0.0,0.25,0.0,0.06985617779853917,0.0,-0.059965455869267804,0.0,0.336539143566452,0.0
ours,0.6070207002029686,0.0,0.9638210563047354,0.0,0.9753138852564915,0.0,0.5475765764713287,0.0,0.8182171205886221,0.0,0.8267375826835632,0.0,39.80894650067627,0.0,0.5,0.0,0.8322782716541378,0.0,0.20476560937166913,0.0,0.396318593929666,0.0
