method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_027,local_var_topk,2,0.7148014440433212,0.01083032490974728,0.7148014440433212,0.7148014440433212,0.005831506553,0.56901752383,1.9805331e-05,0.002627914023
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.7138989169675091,0.03700361010830322,0.7148014440433212,0.7129963898916968,0.0008511481723539354,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.7111913357400722,0.010830324909747335,0.7111913357400722,0.7111913357400722,0.001,0.8623574172053887,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_016,coord:method.ours.lambda_align,2,0.7111913357400722,0.018050541516245522,0.7111913357400722,0.7111913357400722,0.0001588214667449743,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_033,local_var_topk,2,0.71028880866426,0.018953068592057754,0.7111913357400722,0.7093862815884477,0.005831506553,0.56901752383,1.9805331e-05,0.022627914023
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7093862815884476,0.009025270758122761,0.7093862815884476,0.7093862815884476,0.001,1.0,1.980533106888655e-05,0.03175375624865879
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.7093862815884476,0.009025270758122761,0.7093862815884476,0.7093862815884476,0.0264413130973263,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_017,coord:method.ours.lambda_align,2,0.7093862815884476,0.03068592057761732,0.7093862815884476,0.7093862815884476,0.007686705359015462,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7084837545126353,0.009927797833935048,0.7093862815884476,0.7075812274368232,0.001,1.0,1.980533106888655e-05,0.04941338139680235
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.7075812274368232,0.01083032490974728,0.7075812274368232,0.7075812274368232,0.001,1.0,1.980533106888655e-05,0.007863245139373703
ours,coord_04_method_ours_lambda_align_013,coord:method.ours.lambda_align,2,0.7075812274368232,5.551115123125783e-17,0.7111913357400722,0.703971119133574,0.0039430226057833966,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_039,local_var_topk,2,0.7066787003610109,0.009927797833934993,0.7129963898916968,0.7003610108303249,0.005831506553,0.86901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_040,local_var_topk,2,0.7066787003610109,0.01534296028880866,0.7093862815884477,0.703971119133574,0.011663013105,0.86901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_038,local_var_topk,2,0.7057761732851986,0.0018050541516245189,0.7057761732851986,0.7057761732851986,0.023326026211,0.86901752383,1.9805331e-05,0.002627914023
ours,local_var_topk_044,local_var_topk,2,0.7057761732851986,0.023465703971119134,0.7057761732851986,0.7057761732851986,0.023326026211,0.86901752383,1.9805331e-05,0.022627914023
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.7048736462093863,0.0045126353790613805,0.7057761732851986,0.703971119133574,0.000840670587923724,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.703971119133574,0.010830324909747335,0.703971119133574,0.703971119133574,0.001,1.0,1.980533106888655e-05,0.01546097607936744
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.703971119133574,0.0072202166064981865,0.703971119133574,0.703971119133574,0.001,0.6271934850757253,1.980533106888655e-05,0.012627914022778375
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.703971119133574,0.02166064981949456,0.703971119133574,0.703971119133574,0.001,1.5112336071971466,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_012,coord:method.ours.lambda_align,2,0.703971119133574,0.0072202166064981865,0.703971119133574,0.703971119133574,1.1606589995685928e-05,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_053,local_var_topk,2,0.703971119133574,0.010830324909747335,0.703971119133574,0.703971119133574,0.023326026211,1.16901752383,1.9805331e-05,0.022627914023
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7021660649819494,0.0018050541516245744,0.7021660649819494,0.7021660649819494,0.001,1.0,1.980533106888655e-05,0.024742505611920138
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.7021660649819494,0.0018050541516245744,0.7021660649819494,0.7021660649819494,0.005445486962674414,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.7021660649819494,0.009025270758122761,0.7021660649819494,0.7021660649819494,2.7792146575590733e-05,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_011,coord:method.ours.lambda_align,2,0.7021660649819494,0.005415162454873668,0.703971119133574,0.7003610108303249,0.005258935656591664,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_032,local_var_topk,2,0.7003610108303249,0.0036101083032490933,0.7003610108303249,0.7003610108303249,0.023326026211,0.56901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_043,local_var_topk,2,0.7003610108303249,0.014440433212996429,0.7003610108303249,0.7003610108303249,0.011663013105,0.86901752383,1.9805331e-05,0.022627914023
ours,coord_02_train_weight_decay_013,coord:train.weight_decay,2,0.6985559566787003,0.005415162454873668,0.6985559566787003,0.6985559566787003,0.001,1.0,1.980533106888655e-05,0.014875709174501246
ours,local_var_topk_041,local_var_topk,2,0.6985559566787003,0.005415162454873668,0.6985559566787003,0.6985559566787003,0.023326026211,0.86901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_048,local_var_topk,2,0.6985559566787003,0.012635379061371854,0.7003610108303249,0.6967509025270758,0.005831506553,1.16901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_035,local_var_topk,2,0.697653429602888,0.009927797833934993,0.7021660649819494,0.6931407942238267,0.023326026211,0.56901752383,1.9805331e-05,0.022627914023
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.6967509025270758,0.0036101083032490378,0.6985559566787003,0.6949458483754513,0.001,1.4235623362774221,1.980533106888655e-05,0.012627914022778375
ours,coord_03_train_grad_clip_016,coord:train.grad_clip,2,0.6967509025270758,0.028880866425992746,0.6967509025270758,0.6967509025270758,0.001,1.2616007792384907,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.6967509025270758,0.014440433212996373,0.6967509025270758,0.6967509025270758,0.0002295465706459708,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6967509025270757,0.01083032490974728,0.6967509025270757,0.6967509025270757,0.001,1.0,1.980533106888655e-05,0.02446709884391641
ours,local_var_topk_008,local_var_topk,2,0.6967509025270757,0.0036101083032490933,0.6967509025270757,0.6967509025270757,0.023326026211,0.56901752383,9.902666e-06,0.022627914023
ours,coord_03_train_grad_clip_018,coord:train.grad_clip,2,0.6958483754512635,0.008122743682310474,0.7003610108303249,0.6913357400722022,0.001,0.655249110351801,1.980533106888655e-05,0.012627914022778375
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.6949458483754514,0.01985559566787004,0.6949458483754514,0.6949458483754514,0.001,1.0,1.980533106888655e-05,0.035318587196151295
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.6949458483754513,0.0018050541516245744,0.6949458483754513,0.6949458483754513,0.001,0.6972133520518287,1.980533106888655e-05,0.012627914022778375
ours,coord_03_train_grad_clip_013,coord:train.grad_clip,2,0.6949458483754513,0.012635379061371799,0.6985559566787003,0.6913357400722022,0.001,0.7891724794687339,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_022,local_var_topk,2,0.6949458483754513,0.005415162454873612,0.6949458483754513,0.6949458483754513,0.011663013105,1.16901752383,9.902666e-06,0.012627914023
ours,local_var_topk_051,local_var_topk,2,0.6949458483754513,0.009025270758122761,0.6949458483754513,0.6949458483754513,0.005831506553,1.16901752383,1.9805331e-05,0.022627914023
ours,coord_01_train_lr_004,coord:train.lr,2,0.6931407942238268,0.014440433212996429,0.6967509025270758,0.6895306859205776,0.001,1.0,1.1898819038618833e-05,0.01
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.6931407942238268,0.01083032490974728,0.6931407942238268,0.6931407942238268,0.001,1.0,1.980533106888655e-05,0.007589584457877514
ours,local_var_topk_029,local_var_topk,2,0.6931407942238268,0.01985559566787004,0.6967509025270758,0.6895306859205776,0.023326026211,0.56901752383,1.9805331e-05,0.002627914023
ours,local_var_topk_049,local_var_topk,2,0.6931407942238268,0.025270758122743653,0.6931407942238268,0.6931407942238268,0.011663013105,1.16901752383,1.9805331e-05,0.012627914023
ours,coord_04_method_ours_lambda_align_015,coord:method.ours.lambda_align,2,0.6922382671480145,0.011732851985559567,0.6967509025270758,0.6877256317689531,0.018916228144595957,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6913357400722022,0.0018050541516245189,0.6913357400722022,0.6913357400722022,0.001,1.0,1.980533106888655e-05,0.006765903978014576
ours,local_var_topk_030,local_var_topk,2,0.6913357400722022,0.03068592057761732,0.7003610108303249,0.6823104693140795,0.005831506553,0.56901752383,1.9805331e-05,0.012627914023
ours,local_var_topk_064,local_var_topk,2,0.6913357400722022,0.005415162454873668,0.6913357400722022,0.6913357400722022,0.011663013105,0.86901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_034,local_var_topk,2,0.6904332129963899,0.006317689530685955,0.6967509025270758,0.6841155234657039,0.011663013105,0.56901752383,1.9805331e-05,0.022627914023
ours,coord_02_train_weight_decay_018,coord:train.weight_decay,2,0.6895306859205776,0.032490974729241895,0.7057761732851986,0.6732851985559567,0.001,1.0,1.980533106888655e-05,0.014711331222532143
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6895306859205776,0.0036101083032490933,0.6895306859205776,0.6895306859205776,0.001,0.9537451003327635,1.980533106888655e-05,0.012627914022778375
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.6895306859205776,0.014440433212996373,0.6895306859205776,0.6895306859205776,0.001,1.979075829358662,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_024,local_var_topk,2,0.6895306859205776,0.0,0.6895306859205776,0.6895306859205776,0.005831506553,1.16901752383,9.902666e-06,0.022627914023
ours,local_var_topk_028,local_var_topk,2,0.6895306859205776,0.0036101083032490933,0.6895306859205776,0.6895306859205776,0.011663013105,0.56901752383,1.9805331e-05,0.002627914023
ours,local_var_topk_002,local_var_topk,2,0.6886281588447654,0.0009025270758122872,0.6931407942238268,0.6841155234657039,0.023326026211,0.56901752383,9.902666e-06,0.002627914023
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6877256317689531,0.0018050541516245744,0.6877256317689531,0.6877256317689531,0.001,0.9733492506568604,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.6877256317689531,0.012635379061371799,0.6967509025270757,0.6787003610108303,6.143546030345602e-05,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_054,local_var_topk,2,0.6877256317689531,0.009025270758122761,0.6877256317689531,0.6877256317689531,0.005831506553,0.56901752383,3.9610662e-05,0.002627914023
ours,coord_02_train_weight_decay_011,coord:train.weight_decay,2,0.6859205776173285,0.0072202166064981865,0.6859205776173285,0.6859205776173285,0.001,1.0,1.980533106888655e-05,0.011082261465681276
ours,local_var_topk_026,local_var_topk,2,0.6859205776173285,0.0036101083032490933,0.6859205776173285,0.6859205776173285,0.023326026211,1.16901752383,9.902666e-06,0.022627914023
ours,local_var_topk_036,local_var_topk,2,0.6859205776173285,0.018050541516245466,0.6859205776173285,0.6859205776173285,0.005831506553,0.86901752383,1.9805331e-05,0.002627914023
ours,coord_03_train_grad_clip_011,coord:train.grad_clip,2,0.6850180505415162,0.01895306859205781,0.6877256317689531,0.6823104693140793,0.001,0.5836984321932573,1.980533106888655e-05,0.012627914022778375
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.6850180505415162,0.008122743682310418,0.6859205776173285,0.6841155234657039,0.001,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_014,local_var_topk,2,0.6841155234657039,0.01985559566787004,0.6841155234657039,0.6841155234657039,0.023326026211,0.86901752383,9.902666e-06,0.012627914023
ours,coord_02_train_weight_decay_015,coord:train.weight_decay,2,0.6832129963898917,0.006317689530685899,0.6859205776173285,0.6805054151624549,0.001,1.0,1.980533106888655e-05,0.002253014112279611
ours,local_var_topk_004,local_var_topk,2,0.6832129963898917,0.004512635379061325,0.6877256317689531,0.6787003610108304,0.011663013105,0.56901752383,9.902666e-06,0.012627914023
ours,local_var_topk_045,local_var_topk,2,0.6832129963898916,0.002707581227436806,0.6841155234657039,0.6823104693140793,0.005831506553,1.16901752383,1.9805331e-05,0.002627914023
ours,coord_01_anchor,coord:train.lr,2,0.6823104693140795,0.0036101083032490378,0.6841155234657039,0.6805054151624549,0.001,1.0,2.5551784142791192e-05,0.01
ours,coord_04_method_ours_lambda_align_014,coord:method.ours.lambda_align,2,0.6823104693140795,0.014440433212996373,0.6823104693140795,0.6823104693140795,0.016602874192188585,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_005,local_var_topk,2,0.6823104693140795,0.014440433212996373,0.6823104693140795,0.6823104693140795,0.023326026211,0.56901752383,9.902666e-06,0.012627914023
ours,local_var_topk_007,local_var_topk,2,0.6823104693140795,0.0072202166064981865,0.6823104693140795,0.6823104693140795,0.011663013105,0.56901752383,9.902666e-06,0.022627914023
ours,local_var_topk_011,local_var_topk,2,0.6823104693140793,0.0036101083032490933,0.6823104693140793,0.6823104693140793,0.023326026211,0.86901752383,9.902666e-06,0.002627914023
ours,local_var_topk_019,local_var_topk,2,0.6823104693140793,0.0036101083032490933,0.6823104693140793,0.6823104693140793,0.011663013105,1.16901752383,9.902666e-06,0.002627914023
ours,local_var_topk_057,local_var_topk,2,0.6823104693140793,0.01083032490974728,0.6823104693140793,0.6823104693140793,0.005831506553,0.56901752383,3.9610662e-05,0.012627914023
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.6805054151624549,0.012635379061371799,0.6805054151624549,0.6805054151624549,0.005954957914881196,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_003,local_var_topk,2,0.6805054151624549,0.0018050541516245744,0.6805054151624549,0.6805054151624549,0.005831506553,0.56901752383,9.902666e-06,0.012627914023
ours,local_var_topk_021,local_var_topk,2,0.6805054151624549,0.005415162454873612,0.6805054151624549,0.6805054151624549,0.005831506553,1.16901752383,9.902666e-06,0.012627914023
ours,local_var_topk_047,local_var_topk,2,0.6805054151624549,0.012635379061371799,0.6805054151624549,0.6805054151624549,0.023326026211,1.16901752383,1.9805331e-05,0.002627914023
ours,local_var_topk_058,local_var_topk,2,0.6805054151624549,0.005415162454873612,0.6841155234657039,0.6768953068592058,0.011663013105,0.56901752383,3.9610662e-05,0.012627914023
ours,coord_01_train_lr_008,coord:train.lr,2,0.6796028880866425,0.0009025270758122317,0.6931407942238267,0.6660649819494584,0.001,1.0,7.148675981297694e-06,0.01
ours,local_var_topk_023,local_var_topk,2,0.6787003610108304,0.01083032490974728,0.6787003610108304,0.6787003610108304,0.023326026211,1.16901752383,9.902666e-06,0.012627914023
ours,coord_01_train_lr_010,coord:train.lr,2,0.6787003610108303,0.0072202166064981865,0.6787003610108303,0.6787003610108303,0.001,1.0,5.5409788108178645e-06,0.01
ours,local_var_topk_001,local_var_topk,2,0.6787003610108303,0.014440433212996373,0.6787003610108303,0.6787003610108303,0.011663013105,0.56901752383,9.902666e-06,0.002627914023
ours,local_var_topk_078,local_var_topk,2,0.6787003610108303,0.018050541516245522,0.6787003610108303,0.6787003610108303,0.005831506553,1.16901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_013,local_var_topk,2,0.677797833935018,0.022563176895306847,0.6841155234657039,0.6714801444043321,0.011663013105,0.86901752383,9.902666e-06,0.012627914023
ours,local_var_topk_025,local_var_topk,2,0.6768953068592058,0.009025270758122705,0.6768953068592058,0.6768953068592058,0.011663013105,1.16901752383,9.902666e-06,0.022627914023
ours,coord_02_anchor,coord:train.weight_decay,2,0.6768953068592057,0.016245487364620947,0.6768953068592057,0.6768953068592057,0.001,1.0,1.980533106888655e-05,0.01
ours,local_var_topk_015,local_var_topk,2,0.6768953068592057,0.023465703971119134,0.6768953068592057,0.6768953068592057,0.005831506553,0.86901752383,9.902666e-06,0.022627914023
ours,local_var_topk_020,local_var_topk,2,0.6768953068592057,0.023465703971119134,0.6768953068592057,0.6768953068592057,0.023326026211,1.16901752383,9.902666e-06,0.002627914023
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.6759927797833934,0.02436823104693142,0.6805054151624548,0.6714801444043321,0.001,0.5277354059107395,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_012,local_var_topk,2,0.6750902527075813,0.014440433212996429,0.6750902527075813,0.6750902527075813,0.005831506553,0.86901752383,9.902666e-06,0.012627914023
ours,local_var_topk_052,local_var_topk,2,0.6750902527075813,0.03610108303249099,0.6750902527075813,0.6750902527075813,0.011663013105,1.16901752383,1.9805331e-05,0.022627914023
ours,local_var_topk_010,local_var_topk,2,0.674187725631769,0.006317689530685899,0.6768953068592058,0.6714801444043321,0.011663013105,0.86901752383,9.902666e-06,0.002627914023
ours,coord_03_train_grad_clip_012,coord:train.grad_clip,2,0.6732851985559567,0.01985559566787004,0.6732851985559567,0.6732851985559567,0.001,1.832812971253429,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_009,local_var_topk,2,0.6732851985559567,0.012635379061371854,0.6732851985559567,0.6732851985559567,0.005831506553,0.86901752383,9.902666e-06,0.002627914023
ours,local_var_topk_017,local_var_topk,2,0.6732851985559567,0.012635379061371854,0.6732851985559567,0.6732851985559567,0.023326026211,0.86901752383,9.902666e-06,0.022627914023
ours,local_var_topk_037,local_var_topk,2,0.6723826714801444,0.04602888086642598,0.6768953068592058,0.667870036101083,0.011663013105,0.86901752383,1.9805331e-05,0.002627914023
ours,local_var_topk_018,local_var_topk,2,0.6714801444043321,0.0036101083032490933,0.6714801444043321,0.6714801444043321,0.005831506553,1.16901752383,9.902666e-06,0.002627914023
ours,coord_02_train_weight_decay_012,coord:train.weight_decay,2,0.6705776173285198,0.020758122743682328,0.6768953068592058,0.6642599277978339,0.001,1.0,1.980533106888655e-05,0.027701961322819713
ours,local_var_topk_006,local_var_topk,2,0.6705776173285198,0.0009025270758122872,0.6732851985559567,0.667870036101083,0.005831506553,0.56901752383,9.902666e-06,0.022627914023
ours,coord_01_train_lr_006,coord:train.lr,2,0.6696750902527075,0.005415162454873668,0.6696750902527075,0.6696750902527075,0.001,1.0,9.222841312045989e-06,0.01
ours,coord_02_train_weight_decay_016,coord:train.weight_decay,2,0.6687725631768954,0.02436823104693142,0.6787003610108303,0.6588447653429603,0.001,1.0,1.980533106888655e-05,0.03347846787638463
ours,local_var_topk_000,local_var_topk,2,0.667870036101083,0.028880866425992746,0.6696750902527075,0.6660649819494584,0.005831506553,0.56901752383,9.902666e-06,0.002627914023
ours,local_var_topk_042,local_var_topk,2,0.6660649819494585,0.023465703971119134,0.6660649819494585,0.6660649819494585,0.005831506553,0.86901752383,1.9805331e-05,0.022627914023
ours,coord_01_train_lr_001,coord:train.lr,2,0.6660649819494584,0.01985559566787004,0.6660649819494584,0.6660649819494584,0.001,1.0,4.1280395146292204e-05,0.01
ours,coord_03_train_grad_clip_014,coord:train.grad_clip,2,0.6660649819494584,0.01985559566787004,0.6660649819494584,0.6660649819494584,0.001,1.8832882286088262,1.980533106888655e-05,0.012627914022778375
ours,coord_04_method_ours_lambda_align_018,coord:method.ours.lambda_align,2,0.6642599277978339,0.032490974729241895,0.6841155234657039,0.644404332129964,0.0002602335394262988,0.8690175238301865,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_016,local_var_topk,2,0.6642599277978339,0.02166064981949456,0.6642599277978339,0.6642599277978339,0.011663013105,0.86901752383,9.902666e-06,0.022627914023
ours,local_var_topk_072,local_var_topk,2,0.6615523465703971,0.008122743682310474,0.6750902527075813,0.6480144404332131,0.005831506553,1.16901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_077,local_var_topk,2,0.6570397111913358,0.0072202166064981865,0.6570397111913358,0.6570397111913358,0.023326026211,1.16901752383,3.9610662e-05,0.012627914023
ours,coord_03_train_grad_clip_017,coord:train.grad_clip,2,0.6552346570397112,0.034296028880866414,0.6552346570397112,0.6552346570397112,0.001,1.6308554075674446,1.980533106888655e-05,0.012627914022778375
ours,local_var_topk_060,local_var_topk,2,0.6425992779783394,0.054151624548736454,0.6425992779783394,0.6425992779783394,0.005831506553,0.56901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_066,local_var_topk,2,0.6416967509025271,0.03158844765342961,0.6606498194945849,0.6227436823104693,0.005831506553,0.86901752383,3.9610662e-05,0.012627914023
ours,coord_01_train_lr_012,coord:train.lr,2,0.6317689530685922,0.0036101083032490933,0.6317689530685922,0.6317689530685922,0.001,1.0,4.294843725223537e-06,0.01
ours,local_var_topk_073,local_var_topk,2,0.6317689530685922,0.0036101083032490933,0.6317689530685922,0.6317689530685922,0.011663013105,1.16901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_074,local_var_topk,2,0.6317689530685922,0.07942238267148011,0.6407942238267148,0.6227436823104693,0.023326026211,1.16901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_068,local_var_topk,2,0.6308664259927798,0.05505415162454874,0.6353790613718411,0.6263537906137184,0.023326026211,0.86901752383,3.9610662e-05,0.012627914023
ours,coord_01_train_lr_014,coord:train.lr,2,0.6299638989169675,0.023465703971119134,0.6299638989169675,0.6299638989169675,0.001,1.0,3.3289574376425654e-06,0.01
ours,local_var_topk_065,local_var_topk,2,0.6245487364620939,0.04693140794223827,0.6498194945848376,0.5992779783393503,0.023326026211,0.86901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_055,local_var_topk,2,0.6227436823104693,0.052346570397111936,0.6227436823104693,0.6227436823104693,0.011663013105,0.56901752383,3.9610662e-05,0.002627914023
ours,coord_01_train_lr_016,coord:train.lr,2,0.6137184115523466,0.014440433212996429,0.6137184115523466,0.6137184115523466,0.001,1.0,2.580293563780122e-06,0.01
ours,local_var_topk_056,local_var_topk,2,0.6137184115523466,0.0866425992779783,0.6137184115523466,0.6137184115523466,0.023326026211,0.56901752383,3.9610662e-05,0.002627914023
ours,local_var_topk_075,local_var_topk,2,0.601985559566787,0.10198555956678701,0.6155234657039712,0.5884476534296029,0.005831506553,1.16901752383,3.9610662e-05,0.012627914023
ours,local_var_topk_069,local_var_topk,2,0.6010830324909748,0.0740072202166065,0.6028880866425993,0.5992779783393503,0.005831506553,0.86901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_061,local_var_topk,2,0.598375451263538,0.09837545126353792,0.6119133574007221,0.5848375451263538,0.011663013105,0.56901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_070,local_var_topk,2,0.5974729241877257,0.07761732851985564,0.6227436823104693,0.572202166064982,0.011663013105,0.86901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_079,local_var_topk,2,0.5965703971119134,0.09657039711191334,0.6101083032490975,0.5830324909747292,0.011663013105,1.16901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_067,local_var_topk,2,0.5947653429602888,0.09476534296028882,0.6083032490974729,0.5812274368231047,0.011663013105,0.86901752383,3.9610662e-05,0.012627914023
ours,local_var_topk_076,local_var_topk,2,0.5947653429602888,0.09296028880866425,0.6083032490974729,0.5812274368231047,0.011663013105,1.16901752383,3.9610662e-05,0.012627914023
ours,local_var_topk_080,local_var_topk,2,0.5911552346570397,0.05144404332129965,0.5974729241877257,0.5848375451263539,0.023326026211,1.16901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_071,local_var_topk,2,0.5848375451263539,0.05054151624548736,0.6028880866425993,0.5667870036101084,0.023326026211,0.86901752383,3.9610662e-05,0.022627914023
ours,local_var_topk_062,local_var_topk,2,0.5812274368231047,0.08122743682310468,0.5956678700361011,0.5667870036101083,0.023326026211,0.56901752383,3.9610662e-05,0.022627914023
