method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.5208333333333334,0.0,-0.030374879962312765,0.0,-0.03926694968357486,0.0,0.4905867800116539,0.0,0.9461274667886598,0.0,0.5683334808548379,0.0,3.1435920532339114,0.0,1.0,0.0,1.2321706414222717,0.0,-0.009815107408547607,0.0,0.2776067694621937,0.0
ours,0.53125,0.0,0.5121280018485875,0.0,0.5325170802683498,0.0,0.46384309232234955,0.0,0.9467240762305893,0.0,0.2233831137418747,0.0,1.875168846607142,0.0,1.0,0.0,1.3493525038162868,0.0,0.04373691237135096,0.0,0.2788359483626683,0.0
