method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.ours.lambda_align
baseline,coord_01_anchor,coord:train.lr,1,0.3958333333333333,0.0,0.3958333333333333,0.3958333333333333,1.0,0.001,0.0,
baseline,coord_02_anchor,coord:train.weight_decay,1,0.1875,0.0,0.1875,0.1875,1.0,0.001,0.0,
baseline,coord_03_anchor,coord:train.grad_clip,1,0.1875,0.0,0.1875,0.1875,1.0,0.001,0.0,
ours,coord_03_anchor,coord:train.grad_clip,1,0.3958333333333333,0.0,0.3958333333333333,0.3958333333333333,1.0,0.001,0.0,0.001
ours,coord_01_anchor,coord:train.lr,1,0.1875,0.0,0.1875,0.1875,1.0,0.001,0.0,0.001
ours,coord_02_anchor,coord:train.weight_decay,1,0.1875,0.0,0.1875,0.1875,1.0,0.001,0.0,0.001
ours,coord_04_anchor,coord:method.ours.lambda_align,1,0.1875,0.0,0.1875,0.1875,1.0,0.001,0.0,0.001
