method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.53125,0.0,0.5483955961252626,0.0,0.680380532889988,0.0,0.42830299586057663,0.0,0.9723276085447775,0.0,0.44735807180404663,0.0,2.8654270751388795,0.0,1.0,0.0,1.2854243020216625,0.0,0.06118465006431594,0.0,0.2215122462401035,0.0
ours,0.53125,0.0,0.6793761569918143,0.0,0.7131227041056425,0.0,0.4171094670891762,0.0,0.9773132430422964,0.0,0.6730580123593792,0.0,3.932580664624228,0.0,1.0,0.0,1.1868761380513508,0.0,0.06025898352906772,0.0,0.19701976333165888,0.0
