method,row,col,value
baseline,glue/rte,glue/rte,1.0
baseline,glue/rte,glue/mrpc,0.018295251233961755
baseline,glue/rte,glue/cola,0.11768070936725168
baseline,glue/mrpc,glue/rte,0.018295251233961755
baseline,glue/mrpc,glue/mrpc,1.0
baseline,glue/mrpc,glue/cola,0.12619226004819745
baseline,glue/cola,glue/rte,0.11768070936725168
baseline,glue/cola,glue/mrpc,0.12619226004819745
baseline,glue/cola,glue/cola,1.0
ours,glue/rte,glue/rte,1.0
ours,glue/rte,glue/mrpc,-0.06473898140876784
ours,glue/rte,glue/cola,0.053689280804583905
ours,glue/mrpc,glue/rte,-0.06473898140876784
ours,glue/mrpc,glue/mrpc,1.0
ours,glue/mrpc,glue/cola,0.12690904764087957
ours,glue/cola,glue/rte,0.053689280804583905
ours,glue/cola,glue/mrpc,0.12690904764087957
ours,glue/cola,glue/cola,1.0
