method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.eps,method.ours.lambda_align
baseline,coord_02_anchor,coord:train.weight_decay,1,0.6195231284673394,0.0,0.6195231284673394,0.6195231284673394,1.0,2e-05,0.01,,,,
baseline,coord_01_anchor,coord:train.lr,1,0.5342194057862043,0.0,0.5342194057862043,0.5342194057862043,1.0,2e-05,0.01,,,,
baseline,coord_03_anchor,coord:train.grad_clip,1,0.42756868857752356,0.0,0.42756868857752356,0.42756868857752356,1.0,2e-05,0.01,,,,
cagrad,coord_01_anchor,coord:train.lr,1,0.6208211060452092,0.0,0.6208211060452092,0.6208211060452092,,2e-05,,0.4,0.1,,
cagrad,coord_02_anchor,coord:method.baseline_cagrad.c,1,0.5747525760641442,0.0,0.5747525760641442,0.5747525760641442,,2e-05,,0.4,0.1,,
cagrad,coord_03_anchor,coord:method.baseline_cagrad.inner_lr,1,0.5321828619994989,0.0,0.5321828619994989,0.5321828619994989,,2e-05,,0.4,0.1,,
ours,coord_01_anchor,coord:train.lr,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,,2e-05,,,,1e-08,0.001
ours,coord_03_anchor,coord:method.ours.eps,1,0.6158330121475092,0.0,0.6158330121475092,0.6158330121475092,,2e-05,,,,1e-08,0.001
ours,coord_02_anchor,coord:method.ours.lambda_align,1,0.5932774449638843,0.0,0.5932774449638843,0.5932774449638843,,2e-05,,,,1e-08,0.001
