method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.7919901192856664,0.01135844912982217,0.7896752376396169,0.008820114133134506,0.7908326784626416,0.009979763724793412
ours,5,0.7930381832992285,0.01366474602209352,0.7873754080089299,0.016257761958925723,0.7902067956540793,0.014004252011917828
