method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.eps,method.ours.lambda_align
baseline,coord_01_anchor,coord:train.lr,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0,2e-05,0.01,,,,
baseline,coord_02_anchor,coord:train.weight_decay,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0,2e-05,0.01,,,,
baseline,coord_03_anchor,coord:train.grad_clip,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,1.0,2e-05,0.01,,,,
cagrad,coord_01_anchor,coord:train.lr,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,,2e-05,,0.4,0.1,,
cagrad,coord_02_anchor,coord:method.baseline_cagrad.c,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,,2e-05,,0.4,0.1,,
cagrad,coord_03_anchor,coord:method.baseline_cagrad.inner_lr,1,0.5968321728904776,0.0,0.5968321728904776,0.5968321728904776,,2e-05,,0.4,0.1,,
ours,coord_03_anchor,coord:method.ours.eps,1,0.6163272192311616,0.0,0.6163272192311616,0.6163272192311616,,2e-05,,,,1e-08,0.001
ours,coord_02_anchor,coord:method.ours.lambda_align,1,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,,2e-05,,,,1e-08,0.001
ours,coord_01_anchor,coord:train.lr,1,0.5771115329566517,0.0,0.5771115329566517,0.5771115329566517,,2e-05,,,,1e-08,0.001
