method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.23825747626844365
baseline,e0,e2,0.10470882164248194
baseline,e0,e3,-0.10986949246397493
baseline,e0,e4,-0.04090445676952907
baseline,e0,e5,-0.008234287040943422
baseline,e1,e0,0.23825747626844365
baseline,e1,e1,1.0
baseline,e1,e2,0.031147595548139895
baseline,e1,e3,-0.03728168283598303
baseline,e1,e4,-0.051931713467843255
baseline,e1,e5,0.12086722305683843
baseline,e2,e0,0.10470882164248194
baseline,e2,e1,0.031147595548139895
baseline,e2,e2,1.0
baseline,e2,e3,-0.1175261054420085
baseline,e2,e4,0.1572146525706764
baseline,e2,e5,0.028827201785383
baseline,e3,e0,-0.10986949246397493
baseline,e3,e1,-0.03728168283598303
baseline,e3,e2,-0.1175261054420085
baseline,e3,e3,1.0
baseline,e3,e4,0.10542980612044442
baseline,e3,e5,-0.044091086089790545
baseline,e4,e0,-0.04090445676952907
baseline,e4,e1,-0.051931713467843255
baseline,e4,e2,0.1572146525706764
baseline,e4,e3,0.10542980612044442
baseline,e4,e4,1.0
baseline,e4,e5,0.009701424720538842
baseline,e5,e0,-0.008234287040943422
baseline,e5,e1,0.12086722305683843
baseline,e5,e2,0.028827201785383
baseline,e5,e3,-0.044091086089790545
baseline,e5,e4,0.009701424720538842
baseline,e5,e5,1.0
ours,e0,e0,1.0
ours,e0,e1,0.06567260236888006
ours,e0,e2,0.014069751851327495
ours,e0,e3,-0.10204121516840754
ours,e0,e4,-0.18721629039448764
ours,e0,e5,-0.03037139765025565
ours,e1,e0,0.06567260236888006
ours,e1,e1,1.0
ours,e1,e2,-0.18925263796443229
ours,e1,e3,0.006080371917942312
ours,e1,e4,-0.09329254754096308
ours,e1,e5,-0.14349192410698688
ours,e2,e0,0.014069751851327495
ours,e2,e1,-0.18925263796443229
ours,e2,e2,1.0
ours,e2,e3,0.004104865474822461
ours,e2,e4,-0.29098928938376617
ours,e2,e5,0.07631020781453789
ours,e3,e0,-0.10204121516840754
ours,e3,e1,0.006080371917942312
ours,e3,e2,0.004104865474822461
ours,e3,e3,1.0
ours,e3,e4,0.0007589934200377014
ours,e3,e5,0.18761671116457257
ours,e4,e0,-0.18721629039448764
ours,e4,e1,-0.09329254754096308
ours,e4,e2,-0.29098928938376617
ours,e4,e3,0.0007589934200377014
ours,e4,e4,1.0
ours,e4,e5,0.05211000122046779
ours,e5,e0,-0.03037139765025565
ours,e5,e1,-0.14349192410698688
ours,e5,e2,0.07631020781453789
ours,e5,e3,0.18761671116457257
ours,e5,e4,0.05211000122046779
ours,e5,e5,1.0
