method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7919192423575363,0.019400435832475898,0.03137045860864176,0.018384779984908842,0.18829480861228792,0.1763982082848727,0.5535258928934733,0.14005316027470077,0.6428182072569916,0.06418435000638126,0.7743032146151937,0.0895014461869282,134.41968629615965,136.8014826992177,0.7,0.0666666666666667,1.0805652297343369,0.00949492795300104,0.02575435850685826,0.061509864389763205,0.3928103204564021,0.13926203382445287
ours,0.7962715189694871,0.00696280755480314,0.04129595988113391,0.03497401889074678,0.029666514502868148,0.13138870476482728,0.6310497313737868,0.07688065942314977,0.6797511429989924,0.08128687304995244,0.49732477900576183,0.15284724256087084,4.650375947059487,1.5501305332021453,0.8,0.19436506316151,1.0417964479299608,0.06019230871555159,-0.041995453131780734,0.06493931576489449,0.38154868251679924,0.2272130553822809
