method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7078446094272919,0.020842677923542607,0.7078446094272919,0.7078446094272919,0.001,1.0,2e-05,0.04811190452922659
ours,local_var_topk_012,local_var_topk,2,0.7066955783112799,0.005229431478129154,0.7066955783112799,0.7066955783112799,0.000174096189,1.0,2e-05,0.048111904529
ours,coord_03_anchor,coord:train.grad_clip,2,0.7047708656145164,0.007539674621736547,0.7047708656145164,0.7047708656145164,0.001,1.0,2e-05,0.04811190452922659
ours,local_var_topk_014,local_var_topk,2,0.7037570023203881,0.0022036110335717507,0.7037570023203881,0.7037570023203881,0.000696384758,1.0,2e-05,0.048111904529
ours,coord_01_anchor,coord:train.lr,2,0.7025745786810027,0.0015967796514579358,0.7025745786810027,0.7025745786810027,0.001,1.0,2e-05,0.01
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7000426118403653,0.01081729847464391,0.7000426118403653,0.7000426118403653,0.001,1.0,2e-05,0.03963349773650037
ours,coord_02_anchor,coord:train.weight_decay,2,0.699820848553605,0.015385623878606758,0.699820848553605,0.699820848553605,0.001,1.0,2e-05,0.01
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.6973555098147126,0.007235327158104599,0.6973555098147126,0.6973555098147126,0.001,1.0,2e-05,0.0011293853537124698
ours,local_var_topk_025,local_var_topk,2,0.6971835334413206,0.011798904622300044,0.6971835334413206,0.6971835334413206,0.000348192379,1.0,4e-05,0.05
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.6968953385875465,0.002284150683670494,0.6968953385875465,0.6968953385875465,0.001,1.0,2e-05,0.022941220984173272
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.6964560891187899,0.017246771022027874,0.6964560891187899,0.6964560891187899,0.001,1.0,2e-05,0.03802613486924597
ours,local_var_topk_017,local_var_topk,2,0.6958117606066485,0.008798424432808705,0.6958117606066485,0.6958117606066485,0.000696384758,1.0,2e-05,0.05
ours,local_var_topk_010,local_var_topk,2,0.6937180011765163,0.010644657559354676,0.6937180011765163,0.6937180011765163,0.000348192379,1.0,2e-05,0.038111904529
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.6936398114596793,0.012085525784304718,0.6936398114596793,0.6936398114596793,0.00034819237895551436,1.0,2e-05,0.04811190452922659
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.6930640622574069,0.025746393381248678,0.6930640622574069,0.6930640622574069,0.001,0.8112607949285354,2e-05,0.04811190452922659
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.6929659051774386,0.014084121400843863,0.6929659051774386,0.6929659051774386,0.001,1.0,2e-05,0.03438558910465587
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.6922423448902089,0.006018179083713993,0.6922423448902089,0.6922423448902089,2.8529473160537783e-05,1.0,2e-05,0.04811190452922659
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.6911517566992553,0.004902383546073863,0.6911517566992553,0.6911517566992553,0.0003739085202872783,1.0,2e-05,0.04811190452922659
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.6899829547548431,0.01082608739471369,0.6899829547548431,0.6899829547548431,0.001,1.0,2e-05,0.031129456560456282
ours,local_var_topk_013,local_var_topk,2,0.6887794524120472,0.0009517385241758491,0.6887794524120472,0.6887794524120472,0.000348192379,1.0,2e-05,0.048111904529
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.6883640543417231,0.025666871752779596,0.6883640543417231,0.6883640543417231,0.001,1.0,2e-05,0.04811190452922659
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.6881669186948882,0.013842297432302864,0.6881669186948882,0.6881669186948882,0.00013289491787351013,1.0,2e-05,0.04811190452922659
ours,local_var_topk_024,local_var_topk,2,0.6881059688915665,0.019897550884284076,0.6881059688915665,0.6881059688915665,0.000174096189,1.0,4e-05,0.05
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.685897697581201,0.022538789621599775,0.685897697581201,0.685897697581201,0.001,1.8035428423900308,2e-05,0.04811190452922659
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.6852317346955097,0.015393370740425016,0.6852317346955097,0.6852317346955097,0.007734370951139792,1.0,2e-05,0.04811190452922659
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6851941046571028,0.022575377601755098,0.6851941046571028,0.6851941046571028,0.001,1.7645117906944783,2e-05,0.04811190452922659
