step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.5403007119894028,0.6577392881318619,0.593900872946944,0.6470105636484882,0.6028391750425789
60.0,0.7005848834911982,0.6590612826148353,0.5960688762685201,0.6444455478667775,0.6091750172795535
90.0,0.4766707271337509,0.7240803672018931,0.5323492997856388,0.7066688510017434,0.5551910546764017
120.0,0.5302409579356512,0.7514389246750915,0.49255835017285654,0.7204241697971397,0.5204556636240545
150.0,0.35842402403553325,0.7704336023835917,0.4710765094991232,0.7551042643048383,0.49855147266372796
180.0,0.6482347200314204,0.7893836648242307,0.4416833911473009,0.7706751568086995,0.48474089921681857
210.0,0.4381941327204307,0.7943101315415254,0.44977590355381425,0.7568606824731039,0.49812175138912895
240.0,0.5481052746375402,0.8088035186952802,0.42707681346495013,0.7873890246137948,0.4707423194618004
270.0,0.6133832888056835,0.8328604830937075,0.39577614873040323,0.8005057412687169,0.47712627516296746
300.0,0.5067963153123856,0.8179360775785645,0.4073695853585992,0.7865427036432936,0.4710082353111284
330.0,0.5288726116220156,0.868447462079263,0.3251215147598547,0.8126258345430258,0.41707147897696717
360.0,0.3629578972856204,0.8817658405735109,0.29151843189441357,0.8308284486958838,0.39910453609824453
390.0,0.5507595365246137,0.8760749080214358,0.3132729709282281,0.8236246505160024,0.4056842546635578
400.0,0.3043275574843089,0.8407827958455685,0.3722503918398079,0.7924042827219808,0.4944155716953784
