step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.6023582369089127,0.6314958751008296,0.6428483031435464,0.619275602163753,0.6503065941006619
60.0,0.5389142682154974,0.6556617861596301,0.6079920609957205,0.6687329847582028,0.6126832917791468
90.0,0.5712479501962662,0.6652401355915002,0.6021236376536591,0.6512999270892909,0.6124239252458318
120.0,0.6763201057910919,0.6870319253068952,0.5635526756393118,0.6827496325337815,0.574619340423018
150.0,0.625096470117569,0.714767093928216,0.5460376635317142,0.6968619997930928,0.5617807686122107
180.0,0.6416775087515513,0.6994009012352859,0.586172042258488,0.6880338010554531,0.6214140261835247
210.0,0.5711036721865336,0.7288281417735648,0.5289724641443575,0.7174106928648425,0.561316837269772
240.0,0.6496721655130386,0.7110769880449932,0.558386004716275,0.6853956884928921,0.5997591508241202
270.0,0.6440027380983034,0.7319794374339911,0.5222628896482692,0.701166936136992,0.556842093786177
300.0,0.4153295171757539,0.7587628775020748,0.477965962419391,0.7354349156941223,0.5208735705383855
330.0,0.6227842917044958,0.7936178633269254,0.46148433747050577,0.7660022197848523,0.5026999020257338
360.0,0.5207368855675062,0.7548483667353345,0.4942156823167789,0.7461862053635125,0.5265854313901804
390.0,0.7446067122121652,0.7865672747775717,0.4699311700964636,0.7805349112080403,0.508041101744201
400.0,0.36848054081201553,0.8186191887682379,0.4392711148789054,0.7870318969704196,0.48833361894320243
