step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.7459646115700405,0.6368719907335536,0.6284720126391753,0.6438817052758157,0.632751366918907
60.0,0.4995186987022559,0.6708684319836178,0.5856546115817345,0.6607174726875543,0.5967039899930121
90.0,0.43269782513380056,0.6802418872336403,0.5700356248972686,0.6770446987055266,0.5785323058196036
120.0,0.7494400764505069,0.686955074397384,0.57220184124349,0.6705911089429512,0.5916942158030686
150.0,0.5278422310948373,0.7341032389974104,0.5798066382618329,0.7192338960798543,0.6174739129298209
180.0,0.5555776034792265,0.7455643911492161,0.5186812096832766,0.7305833215299381,0.5538214857732546
210.0,0.4117924136420091,0.7686975326627784,0.4941056698917457,0.7460341327269001,0.5187435959458155
240.0,0.6301948999365171,0.7337413626736605,0.4993765994090969,0.6990713131617099,0.5376795315464994
270.0,0.5929899017016094,0.7887076504031404,0.476460296139853,0.7577901277375082,0.5128966401251774
300.0,0.5833522975444795,0.7851200802419158,0.4755740171955383,0.7592330800789614,0.5186931466615238
330.0,0.4736836304267248,0.7609402999521984,0.47371796644372505,0.730900562520294,0.5249590607985964
360.0,0.5336379675815504,0.764497788352852,0.5166557089117426,0.7430813157445438,0.572255487152736
390.0,0.38258919492363935,0.7913147540062265,0.4622334439253272,0.7635819921294259,0.519617470717559
400.0,0.5578008989493053,0.7467142116648712,0.5574745559753809,0.7194700177133502,0.6192600336133288
