step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.53474161028862,0.649295104576054,0.6090245295298506,0.6482364766063268,0.6109981384845148
60.0,0.5853363076845804,0.6698205459788267,0.5943295772601865,0.6730646809317739,0.5983869900848205
90.0,0.8229217926661173,0.6810011002239732,0.5636354803810498,0.6636709174499155,0.5744077275546543
120.0,0.7519004791975021,0.6868526580110711,0.5645258168955928,0.6755967806807909,0.5745412520989038
150.0,0.6686085909605026,0.6876914053334279,0.5501689620208735,0.6735146464921021,0.5672161536966417
180.0,0.48663219312826794,0.7014271707844367,0.5476218898808315,0.6957643773554616,0.565056048924449
210.0,0.5285381476084391,0.7134420783061547,0.5411148111894256,0.7036446282855771,0.5533107423738818
240.0,0.37892862036824226,0.7446836666117563,0.4995184853555708,0.719774428803334,0.5171684797139174
270.0,0.44865404690305394,0.7261587023130541,0.5182066895392256,0.7268356021528941,0.5331458024145511
300.0,0.450294869641463,0.7604637221113487,0.4822467681749861,0.7557627942187141,0.49473608488938786
330.0,0.5194989542166392,0.7740457602799342,0.47244392666658747,0.754826564971283,0.4870071726843939
360.0,0.45105495552221936,0.7768149608736129,0.4593287398267649,0.7655945388840487,0.4723922164663142
390.0,0.48882601658503216,0.79724615468236,0.4353979388908569,0.7685654653400623,0.46331787909253924
400.0,0.7640882447982827,0.7995374872354629,0.4385335081566244,0.7736235397412908,0.4739460024841739
