method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.9385373088685014,0.0011548003955885594,0.935186850152905,0.003454429722894298,0.9368620795107032,0.002105216654307742
baseline,5,0.937823853211009,0.0002586515164169312,0.9316255351681957,0.009565104931980112,0.9347246941896025,0.004831276526359263
