step,train_step_loss,train_acc,train_loss,val_acc,val_loss,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
30.0,0.6362176587184271,0.6362567831536761,0.6289721421581359,0.6268453169070792,0.6316416216163742,0.6763405227274807,0.0,0.5172106027603149,0.3282719850540161,0.15451756119728088
60.0,0.580825055638949,0.6654311755490214,0.5760188545510393,0.6501147943812354,0.5921254855816351,0.6582778250729596,0.0,0.5743825435638428,0.0857950747013092,0.33982256054878235
90.0,0.4484514792760213,0.7024172996405985,0.5615409149398655,0.6945193821477419,0.5814824994149637,0.6534778203953195,0.0,0.600014865398407,0.11407202482223511,0.2859131693840027
120.0,0.4718033621708552,0.7436785030298892,0.5137809769137068,0.7348492959237984,0.5443969598814895,0.6714857222029457,0.0010008536046370864,0.5191544890403748,0.11021358519792557,0.3696310222148895
150.0,0.527213878929615,0.7521517717054991,0.4956055003045256,0.7182742777854808,0.5344421762465793,0.6728649565743076,0.0003917595895472914,0.5071827173233032,0.11098844558000565,0.3814370334148407
180.0,0.5326219002405802,0.7767979068054364,0.46850812652117074,0.7436789990711796,0.5061595500424041,0.678097637301242,0.001215809490531683,0.3959119915962219,0.09531288594007492,0.5075594186782837
210.0,0.5954118321339289,0.8115499317130221,0.42744331184856854,0.7824674499460822,0.478813579043366,0.6738721918038748,0.0031581849325448275,0.430776447057724,0.1516369879245758,0.41442832350730896
240.0,0.4205230623483658,0.7336892653144093,0.5113492861945671,0.7179664846014161,0.550426949642922,0.6746582241245994,0.0013973857276141644,0.35658904910087585,0.2637574374675751,0.3782562017440796
270.0,0.5182381086051464,0.843748712387801,0.38290389394597285,0.8099437462738993,0.44799064123143123,0.6724009458665494,0.0018729446455836296,0.4326614439487457,0.142831951379776,0.422633558511734
300.0,0.49365565925836563,0.8369929979209543,0.38395586050821967,0.805738697646739,0.4539450190010157,0.6704872203645883,0.001163710723631084,0.4425863027572632,0.10606691241264343,0.45018306374549866
330.0,0.5108861240247885,0.82935147653102,0.39683245253866284,0.7891946980619108,0.4743883156212875,0.6679635265911067,0.0028216193895787,0.4604196846485138,0.11719861626625061,0.41956010460853577
360.0,0.5087796859443188,0.8559413474762353,0.350130338646876,0.8060468839002662,0.4466943336403675,0.6689894789898837,0.002996687078848481,0.3993143141269684,0.18528537452220917,0.41240352392196655
390.0,0.5159323811531067,0.8815026989253109,0.3037237462618059,0.8331511385678332,0.39040795267097445,0.6695804507644089,0.001231814967468381,0.3782857656478882,0.20226705074310303,0.4182153046131134
420.0,0.29307837411761284,0.8858145736743847,0.2839985487734853,0.836575226040957,0.3900369969271913,0.667791693298905,0.0027378336526453495,0.3127056360244751,0.16362228989601135,0.5209342837333679
450.0,0.43874046330650646,0.8984287510854582,0.2624436819934706,0.8323288655304957,0.38704145449275607,0.6675513492276272,0.0014154864475131035,0.2657533586025238,0.20532533526420593,0.5275059342384338
480.0,0.3226799815893173,0.8818645076767228,0.29796956547494047,0.8126393233296193,0.4377389060074846,0.677011324023759,0.0008018516818992794,0.4256938695907593,0.15961799025535583,0.41388630867004395
510.0,0.257131186624368,0.9115272407324087,0.2315997557883532,0.8361917797106163,0.4027338418835751,0.6702750788104755,0.00199003703892231,0.35555946826934814,0.13803549110889435,0.5044153332710266
540.0,0.2801338757077853,0.918378604074214,0.22825641651088688,0.8385706954827418,0.380965832127344,0.6751129806593612,0.0005066256271675229,0.39242538809776306,0.14483924210071564,0.46222856640815735
570.0,0.22772084114452204,0.9230784914632736,0.21448608940671884,0.8495615680591687,0.38527897472053735,0.6685019941241653,0.0007930978899821639,0.34579968452453613,0.12709717452526093,0.5263099074363708
600.0,0.26505548444887,0.9274999670934836,0.19532235743663615,0.8632403881847686,0.3606159095437887,0.659749083082985,0.0017417001072317362,0.27752959728240967,0.14454764127731323,0.5761809945106506
