step,train_step_loss,train_acc,train_loss,val_acc,val_loss,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
30.0,0.6084651549657186,0.6471950319576262,0.6242636911091405,0.6374925506267246,0.6239445280434319,0.6335793057525599,0.019057543948292732,0.31835561990737915,0.6445484757423401,0.018038257956504822
60.0,0.5488763997952143,0.6761091795401218,0.5664079380089863,0.6683235336308989,0.5809588586248512,0.5929030897440734,0.0035738046281039715,0.2795622646808624,0.7041521668434143,0.01271204836666584
90.0,0.5033781255284945,0.6812052341999455,0.5570156254142176,0.6648941665844897,0.5718113586382723,0.644347376914488,0.0031632911413908005,0.36191850900650024,0.6166232228279114,0.018294982612133026
120.0,0.44301749765872955,0.7353560109807876,0.5248972020016612,0.7227189093196781,0.554972777504413,0.6433539538195839,0.02383476123213768,0.37534937262535095,0.5758930444717407,0.024922730401158333
150.0,0.6030053943395615,0.7128216225852605,0.5297995341852628,0.6823105400100259,0.5555749703170499,0.6560718275054738,0.002034327946603298,0.4082963764667511,0.5574694275856018,0.032199788838624954
180.0,0.5808077727754911,0.75398141509809,0.47149572259793243,0.7416803341726129,0.5071385891985877,0.6289891137017144,0.01973462849855423,0.3226243257522583,0.577512800693512,0.08012823015451431
210.0,0.7585891609390577,0.7290724902195013,0.4844689921941429,0.7091910504904115,0.5295222595282117,0.6472001885650335,0.016733720898628235,0.3569004535675049,0.5589897036552429,0.0673762634396553
240.0,0.4041765530904134,0.7378280185127767,0.4740313233936407,0.7112535707957014,0.5148194994983087,0.6466262742049165,0.011196451261639595,0.3976680040359497,0.5469685792922974,0.04416697472333908
270.0,0.4720658560593923,0.7607021893481397,0.454410262580446,0.7300998008455597,0.5039972412446899,0.6431698299668454,0.05119093134999275,0.3254598081111908,0.5192978978157043,0.10405150800943375
300.0,0.47522591551144916,0.8261713518871708,0.39816689107571285,0.799899662091474,0.44094428231411303,0.6440332244253821,0.06512734293937683,0.280687540769577,0.55306077003479,0.10112424194812775
330.0,0.5318036352594694,0.8144522873205609,0.41585122017007836,0.7688410805571149,0.49490815659973814,0.6660893413893603,0.060599811375141144,0.2765021324157715,0.5183853507041931,0.14451271295547485
360.0,0.5293849393104514,0.8597009046967549,0.353906593020557,0.821979790551325,0.4389572816357181,0.6620915064381229,0.050167158246040344,0.28651657700538635,0.5309118628501892,0.13240447640419006
390.0,0.5507954557736715,0.8691400846132931,0.32603327640559904,0.8173786523307504,0.4095051715892488,0.6496625334990246,0.035374946892261505,0.24723908305168152,0.5755534172058105,0.1418323665857315
420.0,0.3325270513693492,0.8677150704329741,0.3215962328544756,0.8224388108484818,0.4201899772978352,0.6609642760897124,0.07248031347990036,0.22701814770698547,0.513369083404541,0.18713247776031494
450.0,0.32754279921452206,0.8822245320694081,0.2951003989308754,0.8356029644835102,0.3870633422462375,0.6443687175159101,0.02610148675739765,0.2520633041858673,0.5926428437232971,0.12919236719608307
480.0,0.2629961570103963,0.8865776963510276,0.288398004692268,0.8387795256530479,0.40131038035844147,0.6568196058549263,0.052871353924274445,0.2582094371318817,0.5437670946121216,0.14515206217765808
510.0,0.3011562724908193,0.9035647229601261,0.24637644849408166,0.8447902477283243,0.392344027804788,0.6524356567749271,0.05995559319853783,0.23034001886844635,0.5418799519538879,0.16782455146312714
540.0,0.344846960157156,0.9107077434767802,0.24496474507312035,0.8470499277170709,0.3704831366428962,0.6370641636765666,0.04614998772740364,0.23100580275058746,0.5695838332176208,0.15326017141342163
570.0,0.32263123864928883,0.9172778774998154,0.2197751546942047,0.8512242236075008,0.3836066227708095,0.6423865337338712,0.06669449061155319,0.19277118146419525,0.5382368564605713,0.20229755342006683
600.0,0.21083287025491396,0.9100686181915384,0.22621633940046185,0.8455044238356146,0.39514181415267186,0.6179917956943866,0.06474944204092026,0.23383979499340057,0.5710487961769104,0.13036209344863892
