step,train_step_loss,train_acc,train_loss,val_acc,val_loss,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
30.0,0.5607412755489349,0.643967126116277,0.6052344393511866,0.6545228138986556,0.604737068016695,0.6632881730243012,0.0831938311457634,0.6053683757781982,0.0039002951234579086,0.307537704706192
60.0,0.7250832219918569,0.6758035607046852,0.5871954859606273,0.674142955302765,0.5917917081267112,0.6735159389122769,0.059467822313308716,0.5843594670295715,0.003029503859579563,0.35314318537712097
90.0,0.7113883942365646,0.680058739214738,0.5739733416977126,0.6828469045004995,0.5800900261705066,0.6746575371534737,0.04599568247795105,0.5640239119529724,0.004176065791398287,0.3858042061328888
120.0,0.594522791604201,0.7249954021915196,0.519871065723401,0.6991650757816431,0.53848695708613,0.6804747039245235,0.07271818071603775,0.5582273006439209,0.0028594627510756254,0.3661951422691345
150.0,0.5638480881849924,0.7575244556177951,0.5212687246460906,0.7147069857752743,0.5419589663830036,0.6845756490473394,0.11978507786989212,0.5251418352127075,0.0195107851177454,0.33556219935417175
180.0,0.47415509323279065,0.7232122424555945,0.5587460200374555,0.6848599037091798,0.6041565395763367,0.6840145592060354,0.05482619255781174,0.4844754636287689,0.007013208698481321,0.4536851942539215
210.0,0.4838796804348628,0.747213677578011,0.48053893131074493,0.7279467133771186,0.5130670984217218,0.67381091857398,0.0704193040728569,0.5423393845558167,0.00026333576533943415,0.3869781792163849
240.0,0.3592304053405921,0.7703564073980572,0.46757934525227723,0.7502737092543347,0.51150285302747,0.673514098342922,0.07307272404432297,0.5314432978630066,0.0002677852753549814,0.39521610736846924
270.0,0.3142554375032584,0.7792671768467988,0.47569277702642615,0.7479619715984182,0.5257729986253518,0.6661023498961219,0.08984533697366714,0.5501263737678528,0.0,0.3600282669067383
300.0,0.5296132266521454,0.775126964850771,0.44345205789995074,0.7422641356431927,0.5064862731436851,0.6861098514938796,0.12264342606067657,0.4815758168697357,0.003820611396804452,0.3919602930545807
330.0,0.3531475054721038,0.8391619114208702,0.387114058744721,0.8091709943331713,0.4351226969926237,0.6739399688387359,0.06585180759429932,0.5572366118431091,0.00021447145263664424,0.3766973316669464
360.0,0.5111550564567248,0.7902456503726557,0.4403940555761124,0.7413583933157334,0.5429171755619061,0.6751454825754519,0.08136097341775894,0.551166832447052,0.0042442684061825275,0.3632280230522156
390.0,0.187542504320542,0.8595956341900965,0.3419460737991586,0.7985251858438075,0.44146100287177353,0.6775772888903264,0.06738065183162689,0.5145323276519775,0.002074666554108262,0.41601237654685974
420.0,0.5503631283839544,0.8706492674988091,0.3292209088559607,0.8190229325886663,0.4180345039307167,0.6664753441733343,0.04027903079986572,0.5257064700126648,0.00023123639402911067,0.4337832033634186
450.0,0.3556317016482353,0.8776565463195286,0.30991282333125286,0.8368948169645748,0.3991607089565976,0.6483141229384475,0.028884217143058777,0.5519232749938965,0.002969576744362712,0.4162227213382721
480.0,0.17262084937343994,0.8885132287044787,0.29210638994642885,0.8347244655459968,0.413741600808998,0.6466105598266478,0.042554114013910294,0.5540823340415955,0.003905464429408312,0.39945825934410095
510.0,0.13499004828433195,0.8963797414300233,0.2755795036451958,0.8385686113662386,0.4102125835740614,0.6504835813409753,0.05247106775641441,0.5261167883872986,0.003976537846028805,0.4174357056617737
540.0,0.383734658981363,0.8950280790713179,0.2749546140261335,0.8252647625409123,0.39932970205704216,0.6337442987219051,0.03234882652759552,0.5566059947013855,0.0022913687862455845,0.4087536334991455
570.0,0.2839702411244313,0.9033746083663372,0.2536661076693651,0.8337407993184595,0.39405629457099306,0.6580056481891208,0.04569371044635773,0.5162335634231567,0.01648835279047489,0.4215843081474304
600.0,0.4081123002494375,0.9146779240846769,0.23915110818052854,0.8437623399774629,0.4006639180849527,0.6591826499336295,0.06962904334068298,0.4953623116016388,0.0043821861036121845,0.43062642216682434
