method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.8440553361963851,0.0041338419452428945,0.8392686482816332,0.006663401105127065,0.8416619922390091,0.005155448189629243
ours,5,0.8372490811574931,0.00675810713599311,0.8304986154706591,0.01028015888079339,0.8338738483140761,0.008338086627282927
cagrad,5,0.8300359218964379,0.015916588753101386,0.822221638542219,0.011851421096392343,0.8261287802193283,0.013823172861598095
