method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.12098236958534
baseline,e0,e2,0.03281464639649669
baseline,e0,e3,0.19961603516256493
baseline,e1,e0,0.12098236958534
baseline,e1,e1,1.0
baseline,e1,e2,0.10116554058770252
baseline,e1,e3,-0.1253773608889507
baseline,e2,e0,0.03281464639649669
baseline,e2,e1,0.10116554058770252
baseline,e2,e2,1.0
baseline,e2,e3,-0.08467512608754882
baseline,e3,e0,0.19961603516256493
baseline,e3,e1,-0.1253773608889507
baseline,e3,e2,-0.08467512608754882
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.15839608688577048
cagrad,e0,e2,0.02917148707291471
cagrad,e0,e3,0.03268568810174797
cagrad,e1,e0,0.15839608688577048
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.08133975911830293
cagrad,e1,e3,0.05596746320223676
cagrad,e2,e0,0.02917148707291471
cagrad,e2,e1,-0.08133975911830293
cagrad,e2,e2,1.0
cagrad,e2,e3,0.023853246393953382
cagrad,e3,e0,0.03268568810174797
cagrad,e3,e1,0.05596746320223676
cagrad,e3,e2,0.023853246393953382
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.24879180310042298
ours,e0,e2,-0.017738013950924125
ours,e0,e3,0.17657919312495832
ours,e1,e0,0.24879180310042298
ours,e1,e1,1.0
ours,e1,e2,-0.031193160389486118
ours,e1,e3,0.19610948576194032
ours,e2,e0,-0.017738013950924125
ours,e2,e1,-0.031193160389486118
ours,e2,e2,1.0
ours,e2,e3,0.12617500990125294
ours,e3,e0,0.17657919312495832
ours,e3,e1,0.19610948576194032
ours,e3,e2,0.12617500990125294
ours,e3,e3,1.0
