method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.843711339714105,0.837528480338113,0.8406199100261089,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s2.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.839330449759671,0.839330449759671,0.839330449759671,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s3.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.843580339943623,0.8357334762314417,0.8396569080875323,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s5.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.8516959224703032,0.8516959224703032,0.8516959224703032,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s7.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.8419586290942229,0.8320549126086368,0.8370067708514299,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s11.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/baseline_s11_curve.csv
cagrad,2,0.8436943278760904,0.8338397210302191,0.8387670244531548,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s2.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s2_curve.csv
cagrad,3,0.8095172634034563,0.8059440174649511,0.8077306404342037,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s3.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s3_curve.csv
cagrad,5,0.829319381998183,0.8184653960437035,0.8238923890209433,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s5.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s5_curve.csv
cagrad,7,0.8160774272989053,0.8151863516433103,0.8156318894711079,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s7.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s7_curve.csv
cagrad,11,0.8515712089055543,0.8376727065289107,0.8446219577172325,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s11.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/cagrad_s11_curve.csv
ours,2,0.8326298701914269,0.8193155921379252,0.8259727311646761,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s2.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s2_curve.csv
ours,3,0.8453833136108297,0.836818401592764,0.8411008576017969,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s3.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s3_curve.csv
ours,5,0.8265395600334917,0.8167433584622228,0.8216414592478573,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s5.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s5_curve.csv
ours,7,0.8404701943404662,0.8404701943404662,0.8404701943404662,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s7.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s7_curve.csv
ours,11,0.8412224676112512,0.8391455308199172,0.8401839992155842,True,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s11.json,/home/zhujjing/MOE-grad-conflict-routing/runs/paper_suite/single_gpu/multi_task/glue4_roberta_lora_e4_k2/final/ours_s11_curve.csv
