method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7328519855595668,0.023507322160432786,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6589693952204483,0.21433049206426155,86130267404.94073,172260534751.69986,0.8,0.18708286933869706,0.662250820394027,0.024118613159055773,0.004673931927825015,0.09047733085966324,0.0,0.0
cagrad,0.7191335740072201,0.02809397322504508,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7936400386125336,0.2206381604519984,245512259102.0245,307266560939.3204,0.65,0.1224744871391589,0.6443845225585496,0.03803500596739241,0.10710269732540564,0.050615763371713564,0.0,0.0
ours,0.7552346570397112,0.015384314622861026,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.39432746746370995,0.18250154033175695,15.478777444926441,25.615478057175814,0.9,0.1224744871391589,0.665004771883307,0.02169049610307201,-0.02552662066587848,0.07112123351321688,0.0,0.0
