method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_rte,glue/rte,5,0.7328519855595668,0.023507322160432786,2.045162564565544,0.4077417322825176
cagrad,glue_rte,glue/rte,5,0.7191335740072201,0.02809397322504508,1.9640614644275451,0.3682317907885882
ours,glue_rte,glue/rte,5,0.7552346570397112,0.015384314622861026,1.4687827821413522,0.11486339875438925
