method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,491.5061964060034,4.711748258680026,0.21127438184235942,0.010416683643311267,2741.4384765625,0.0
cagrad,615.6699959279998,6.414631630559777,0.3952097185966268,0.002358691297010614,2741.4384765625,0.0
ours,496.45185180519763,2.763630408096717,0.23604499609427587,0.0073716389836266365,2741.4619140625,0.0
