method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7896752376396169,0.008820114133134506,0.04296647009454631,0.037486589729410325,0.23313477935321386,0.039840113628632344,0.5367181763052941,0.06609547778179835,0.5662995690750235,0.10047731861305333,1.0795828158739988,0.18730908388649992,222342462289.81085,285226532667.9872,0.55,0.09999999999999999,0.5225047898168365,0.06902264964293812,0.006632588694579752,0.017042199771652014,0.47961364174402227,0.25277135814514384
ours,0.7873754080089299,0.016257761958925723,0.03389415852303857,0.08491249053690837,0.2324063304962652,0.16266344505198924,0.5819051295518876,0.13119599530507542,0.6663197186744914,0.14654918750309207,0.9787500542561567,0.20780662062015615,157452106493.05713,314904212943.04663,0.55,0.09999999999999999,0.5584877839587905,0.08250867707543612,0.02557598894909275,0.01746284026965194,0.34870701839700063,0.12716994860708683
