method,expert,score_var,score_mean,score_std
baseline,e0,0.03032963128431478,0.1220152591355145,0.1741540446969716
baseline,e1,0.09210315583458718,0.5185356795787811,0.3034850174795902
baseline,e2,0.024253370889130335,0.20349974720738828,0.155734937920591
baseline,e3,0.07928916579998671,0.2586852174557862,0.28158331946332815
ours,e0,0.08261228053590496,0.36703926529735326,0.28742352119460396
ours,e1,0.004117959781275136,0.14351090267300606,0.06417133145942303
ours,e2,0.07636748412149927,0.39977136328816415,0.27634667380212713
ours,e3,0.0617298254765689,0.2599814847111702,0.24845487613763773
