method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.784761471197804,0.784761471197804,0.784761471197804,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s2.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.7754541066460908,0.7754541066460908,0.7754541066460908,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s3.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.8084920050123765,0.798463100663585,0.8034775528379807,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s5.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.7924049416082023,0.790859437726746,0.7916321896674742,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s7.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.7988380719638585,0.7988380719638585,0.7988380719638585,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s11.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/baseline_s11_curve.csv
ours,2,0.7817012161716219,0.7817012161716219,0.7817012161716219,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s2.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s2_curve.csv
ours,3,0.7868014479796717,0.7868014479796717,0.7868014479796717,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s3.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s3_curve.csv
ours,5,0.7971036176122538,0.7697649323582315,0.7834342749852427,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s5.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s5_curve.csv
ours,7,0.8179367148211257,0.8179367148211257,0.8179367148211257,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s7.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s7_curve.csv
ours,11,0.7816479199114692,0.7806727287139991,0.7811603243127341,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s11.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue3_roberta_ffn_e4_k2/final/ours_s11_curve.csv
