method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.5349847176855219,0.0,-0.21972651850852098,0.0,-0.3099033879176839,0.0,0.5742158070206642,0.0,0.8105882211560372,0.0,1.0789194844221146,0.0,30.651582576246906,0.0,0.5,0.0,0.6771014692882696,0.0,0.00023174305786417826,0.0,0.4701744343555597,0.0
cagrad,0.39493287764875373,0.0,0.8562406281328402,0.0,0.8592366749420153,0.0,0.8750152289867401,0.0,0.34017219478271515,0.0,1.6023568159000434,0.0,133.09711351463264,0.0,0.25,0.0,0.11925951515799911,0.0,0.1764206357113862,0.0,0.7146857726442054,0.0
ours,0.44177157492674257,0.0,-0.13602785791821412,0.0,0.023227401564906033,0.0,0.5703012123703957,0.0,0.8349202589284435,0.0,1.2234738938683958,0.0,31.713378525766984,0.0,0.5,0.0,0.5761239824609624,0.0,0.0030552548946950427,0.0,0.6712419510665445,0.0
