method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,0.6771014692882696,0.7102192044258118,0.11705735325813293,0.023170718923211098,0.14955250918865204
cagrad,1,1.0,0.11925951515799911,0.03657285496592522,0.007089380174875259,0.9435760378837585,0.012761487625539303
ours,1,1.0,0.5761239824609624,0.1676546037197113,0.024305269122123718,0.7708021998405457,0.037237461656332016
