method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.23995373547739965
baseline,e0,e2,-0.24663126816519707
baseline,e0,e3,-0.2244952278090617
baseline,e1,e0,-0.23995373547739965
baseline,e1,e1,1.0
baseline,e1,e2,0.23915415935431475
baseline,e1,e3,0.2455656271152245
baseline,e2,e0,-0.24663126816519707
baseline,e2,e1,0.23915415935431475
baseline,e2,e2,1.0
baseline,e2,e3,0.22775090332930428
baseline,e3,e0,-0.2244952278090617
baseline,e3,e1,0.2455656271152245
baseline,e3,e2,0.22775090332930428
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.1762445818603298
cagrad,e0,e2,0.21163280653664676
cagrad,e0,e3,0.13378646952281933
cagrad,e1,e0,0.1762445818603298
cagrad,e1,e1,1.0
cagrad,e1,e2,0.202338393854061
cagrad,e1,e3,0.1548642768000422
cagrad,e2,e0,0.21163280653664676
cagrad,e2,e1,0.202338393854061
cagrad,e2,e2,1.0
cagrad,e2,e3,0.179657285694418
cagrad,e3,e0,0.13378646952281933
cagrad,e3,e1,0.1548642768000422
cagrad,e3,e2,0.179657285694418
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.1846257221662542
ours,e0,e2,0.2376128904503733
ours,e0,e3,-0.2217357363381752
ours,e1,e0,0.1846257221662542
ours,e1,e1,1.0
ours,e1,e2,0.18090232653758012
ours,e1,e3,-0.15267552840587306
ours,e2,e0,0.2376128904503733
ours,e2,e1,0.18090232653758012
ours,e2,e2,1.0
ours,e2,e3,-0.2103981450419891
ours,e3,e0,-0.2217357363381752
ours,e3,e1,-0.15267552840587306
ours,e3,e2,-0.2103981450419891
ours,e3,e3,1.0
