method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,1,0.5349847176855219,0.0,0.5349847176855219,0.0,0.5349847176855219,0.0
ours,1,0.44177157492674257,0.0,0.44177157492674257,0.0,0.44177157492674257,0.0
cagrad,1,0.39493287764875373,0.0,0.39493287764875373,0.0,0.39493287764875373,0.0
