method,expert,purity_mean,purity_std
baseline,e0,0.6529789566993713,0.0
baseline,e1,0.5113850831985474,0.0
baseline,e2,0.735546886920929,0.0
baseline,e3,0.3969523012638092,0.0
cagrad,e0,0.9820184707641602,0.0
cagrad,e1,0.8759827017784119,0.0
cagrad,e2,0.6659665703773499,0.0
cagrad,e3,0.9760931730270386,0.0
ours,e0,0.47890159487724304,0.0
ours,e1,0.594266951084137,0.0
ours,e2,0.6348918676376343,0.0
ours,e3,0.5731444358825684,0.0
