method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.8182267916009959,0.8182267916009959,0.8182267916009959,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s2.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s2_curve.csv
baseline,3,0.8085617196991461,0.8085617196991461,0.8085617196991461,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s3.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s3_curve.csv
baseline,5,0.7775330453779974,0.7708020220986254,0.7741675337383114,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s5.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s5_curve.csv
baseline,7,0.7916928496174149,0.7916928496174149,0.7916928496174149,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s7.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s7_curve.csv
baseline,11,0.790964339200011,0.7703128287714992,0.780638583985755,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s11.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/baseline_s11_curve.csv
ours,2,0.803859268531551,0.803859268531551,0.803859268531551,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s2.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s2_curve.csv
ours,3,0.7940515717993802,0.7940515717993802,0.7940515717993802,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s3.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s3_curve.csv
ours,5,0.7866687234096993,0.7866687234096993,0.7866687234096993,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s5.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s5_curve.csv
ours,7,0.7921152578977949,0.7921152578977949,0.7921152578977949,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s7.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s7_curve.csv
ours,11,0.8046627732090098,0.8046627732090098,0.8046627732090098,False,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s11.json,runs/paper_suite_supplement/appendix/more_expert/glue3_roberta_lora_e6_k3/final/ours_s11_curve.csv
