method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8151486097794823,0.008454614644313923,0.46310251621344617,0.04584157529890779
baseline,glue_mrpc,glue/mrpc,5,0.871078431372549,0.014173364994902913,0.39162669949617024,0.05169777833247196
baseline,glue_rte,glue/rte,5,0.6895306859205776,0.04000547343594245,0.633556073227099,0.045418743110710744
ours,glue_cola,glue/cola,5,0.8109300095877277,0.00763173489631157,0.4487386430848305,0.015557700750581466
ours,glue_mrpc,glue/mrpc,5,0.8681372549019608,0.014656780772280427,0.39364036601858543,0.055043813174462705
ours,glue_rte,glue/rte,5,0.7097472924187727,0.012210494242085023,0.6231527786914792,0.03988621482565564
