method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_013,local_var_topk,2,0.8692933122539563,0.006471009240551828,0.8692933122539563,0.8692933122539563,0.000132894918,1.236374401409,5.7311085e-05,0.0
ours,coord_02_anchor,coord:train.weight_decay,2,0.8655786768092362,0.009279941234097422,0.8655786768092362,0.8655786768092362,0.001,1.0,5.7311085087922365e-05,0.0
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.8654888394941733,0.005676621259405823,0.8654888394941733,0.8654888394941733,0.001,1.0,5.7311085087922365e-05,0.04811190452922659
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.8648812173389826,0.008844643016920839,0.8648812173389826,0.8648812173389826,0.001,1.2363744014086087,5.7311085087922365e-05,0.0
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.8644638984889781,0.0031318268079071343,0.8644638984889781,0.8644638984889781,0.00013289491787351013,1.2363744014086087,5.7311085087922365e-05,0.0
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.864349820701314,0.0015466675270070507,0.864349820701314,0.864349820701314,0.0012346878339290972,1.2363744014086087,5.7311085087922365e-05,0.0
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.8642919221707159,0.001883013360760577,0.8642919221707159,0.8642919221707159,0.001,1.8035428423900308,5.7311085087922365e-05,0.0
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.8632174277757814,0.0020431591566567042,0.8632174277757814,0.8632174277757814,0.001,1.0,5.7311085087922365e-05,0.041458676361109024
ours,local_var_topk_011,local_var_topk,2,0.8626791484401958,0.0032165223548935584,0.8626791484401958,0.8626791484401958,6.6447459e-05,1.536374401409,5.7311085e-05,0.0
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.8619191992337872,0.001811417662402226,0.8619191992337872,0.8619191992337872,0.001,1.0,5.7311085087922365e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.8611381357003456,0.0005271198863844861,0.8611381357003456,0.8611381357003456,0.0032649501008336626,1.2363744014086087,5.7311085087922365e-05,0.0
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.8607748733805399,0.005390419859447881,0.8607748733805399,0.8607748733805399,0.001,1.8833819174013477,5.7311085087922365e-05,0.0
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.8604858423980236,0.007341301046720039,0.8604858423980236,0.8604858423980236,2.4309853449390485e-05,1.2363744014086087,5.7311085087922365e-05,0.0
ours,local_var_topk_015,local_var_topk,2,0.8603677878660805,0.00919987644023973,0.8603677878660805,0.8603677878660805,0.000265789836,0.936374401409,5.7311085e-05,0.0
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.860284715540184,0.003989556991848553,0.860284715540184,0.860284715540184,0.001,1.0,5.7311085087922365e-05,0.0011293853537124698
ours,local_var_topk_016,local_var_topk,2,0.8600747298316604,0.00035331823121287353,0.8600747298316604,0.8600747298316604,0.000265789836,1.236374401409,5.7311085e-05,0.0
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.8597644910088855,0.00042545204895555466,0.8597644910088855,0.8597644910088855,0.0003739085202872783,1.2363744014086087,5.7311085087922365e-05,0.0
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.8592670920908076,0.0012712752324342547,0.8592670920908076,0.8592670920908076,0.007734370951139792,1.2363744014086087,5.7311085087922365e-05,0.0
