method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,1,0.37775647171620325,0.0,0.7630519764568969,0.0
baseline,glue_mrpc,glue/mrpc,1,0.39950980392156865,0.0,0.7394786313468334,0.0
baseline,glue_rte,glue/rte,1,0.5379061371841155,0.0,0.6963108877624785,0.0
ours,glue_cola,glue/cola,1,0.4448705656759348,0.0,0.7236876581006377,0.0
ours,glue_mrpc,glue/mrpc,1,0.3137254901960784,0.0,0.9051228726611418,0.0
ours,glue_rte,glue/rte,1,0.5306859205776173,0.0,0.6823521929127829,0.0
