method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.43839080427396243,0.0,0.26679248756992424,0.0,0.28191898601487203,0.0,0.5518804639577866,0.0,0.8598708927727383,0.0,0.4807730271275108,0.0,4.429538910520484,0.0,0.75,0.0,1.2298813443630934,0.0,-0.12733789078930396,0.0,0.47015788697091526,0.0
ours,0.4297606588165435,0.0,-0.19395541019949422,0.0,-0.1969913005595853,0.0,0.4906042218208313,0.0,0.9048517127272775,0.0,0.1709227522427445,0.0,1.5489893573528764,0.0,1.0,0.0,1.35414420309718,0.0,0.03445854967739378,0.0,0.3941790892717951,0.0
