method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.8289559794863697,0.8145337761960603,0.821744877841215,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s2.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.8396723164636495,0.8396723164636495,0.8396723164636495,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s3.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.8449924665628882,0.8361927336324257,0.8405926000976569,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s5.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.8545007007332407,0.843397501488287,0.8489491011107638,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s7.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.8561856891375602,0.8561856891375602,0.8561856891375602,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s11.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/baseline_s11_curve.csv
ours,2,0.8397904779151045,0.8298058504440962,0.8347981641796003,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s2.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s2_curve.csv
ours,3,0.8422285479951144,0.8422285479951144,0.8422285479951144,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s3.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s3_curve.csv
ours,5,0.8256923786025193,0.814050579292631,0.8198714789475752,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s5.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s5_curve.csv
ours,7,0.8463979368734114,0.8463979368734114,0.8463979368734114,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s7.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s7_curve.csv
ours,11,0.8201591768899186,0.8091840669476453,0.814671621918782,False,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s11.json,runs/paper_suite_supplement/appendix/ffn_generalization/glue4_roberta_ffn_e4_k2/final/ours_s11_curve.csv
