method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,3157.9516513995595,69.74515057710933,1.3738044287366094,0.03988090581361633,3935.93115234375,0.0
ours,6380.227987188613,75.44733894142169,5.158751777718193,0.08639268305157313,2467.53125,0.318359375
