method,expert,score_var,score_mean,score_std
baseline,e0,0.06280938456591786,0.23651181668974458,0.25061800527080624
baseline,e1,0.10095048713837929,0.21941056239884346,0.31772706390608163
baseline,e2,0.0670471047371567,0.2809257721586619,0.2589345568616841
baseline,e3,0.1036064653435178,0.34509330353321277,0.32187958205440403
ours,e0,0.10154607754954363,0.6527885029092431,0.31866295289779706
ours,e1,0.012472859080362494,0.10034797157859429,0.11168195503465407
ours,e2,0.008137011761149887,0.132821942307055,0.0902053865417686
ours,e3,0.07298082955632049,0.20185856288298965,0.2701496428950453
