method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_006,local_var_topk,2,0.703971119133574,0.014440433212996373,0.703971119133574,0.703971119133574,0.002469375668,1.7219177691942897,1.2608146e-05,0.031458676361
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.7003610108303249,0.0036101083032490933,0.7003610108303249,0.7003610108303249,0.0012346878339290972,1.7219177691942897,2.521629284502662e-05,0.041458676361109024
ours,coord_03_train_grad_clip_020,coord:train.grad_clip,2,0.6967509025270758,0.0072202166064981865,0.6967509025270758,0.6967509025270758,0.001,1.7219177691942897,2.521629284502662e-05,0.041458676361109024
ours,coord_04_method_ours_lambda_align_012,coord:method.ours.lambda_align,2,0.6922382671480144,0.008122743682310474,0.6967509025270757,0.6877256317689531,0.009330778085156435,1.7219177691942897,2.521629284502662e-05,0.041458676361109024
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.6877256317689531,0.012635379061371799,0.6877256317689531,0.6877256317689531,0.001,1.0,2.521629284502662e-05,0.041458676361109024
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.6877256317689531,0.012635379061371799,0.6877256317689531,0.6877256317689531,0.001,1.7645117906944783,2.521629284502662e-05,0.041458676361109024
ours,local_var_topk_009,local_var_topk,2,0.6877256317689531,0.009025270758122761,0.6913357400722022,0.6841155234657039,0.000617343917,1.7219177691942897,2.5216293e-05,0.031458676361
ours,local_var_topk_012,local_var_topk,2,0.6877256317689531,0.027075812274368283,0.6877256317689531,0.6877256317689531,0.001234687834,1.7219177691942897,2.5216293e-05,0.031458676361
ours,coord_04_method_ours_lambda_align_015,coord:method.ours.lambda_align,2,0.6868231046931408,0.013537906137184086,0.6913357400722022,0.6823104693140793,0.007094332297035338,1.7219177691942897,2.521629284502662e-05,0.041458676361109024
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.6859205776173285,0.014440433212996373,0.6895306859205776,0.6823104693140793,0.001,1.0,2.521629284502662e-05,0.0011293853537124698
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.6841155234657039,0.009025270758122705,0.6841155234657039,0.6841155234657039,0.001,1.0,2.521629284502662e-05,0.025761370357300944
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.6823104693140795,0.0072202166064981865,0.6823104693140795,0.6823104693140795,0.001,0.7083602143821242,2.521629284502662e-05,0.041458676361109024
ours,coord_01_train_lr_010,coord:train.lr,2,0.6823104693140793,0.0036101083032490933,0.6823104693140793,0.6823104693140793,0.001,1.0,2.521629284502662e-05,0.01
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.6814079422382671,0.002707581227436806,0.6859205776173285,0.6768953068592058,2.8529473160537783e-05,1.7219177691942897,2.521629284502662e-05,0.041458676361109024
ours,coord_01_train_lr_000,coord:train.lr,2,0.6805054151624549,0.005415162454873612,0.6805054151624549,0.6805054151624549,0.001,1.0,2.166929842602531e-05,0.01
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6805054151624549,0.005415162454873612,0.6805054151624549,0.6805054151624549,0.001,1.0,2.521629284502662e-05,0.0028208780978024373
ours,coord_02_train_weight_decay_017,coord:train.weight_decay,2,0.6805054151624549,0.009025270758122761,0.6805054151624549,0.6805054151624549,0.001,1.0,2.521629284502662e-05,0.021412339270628602
ours,coord_03_train_grad_clip_014,coord:train.grad_clip,2,0.6805054151624549,0.005415162454873612,0.6805054151624549,0.6805054151624549,0.001,0.816096958480413,2.521629284502662e-05,0.041458676361109024
ours,coord_03_train_grad_clip_015,coord:train.grad_clip,2,0.6805054151624549,0.012635379061371799,0.6805054151624549,0.6805054151624549,0.001,0.668779937363086,2.521629284502662e-05,0.041458676361109024
ours,local_var_topk_017,local_var_topk,2,0.6805054151624548,0.027075812274368227,0.6805054151624548,0.6805054151624548,0.002469375668,1.7219177691942897,2.5216293e-05,0.05
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.6787003610108304,0.0036101083032490933,0.6787003610108304,0.6787003610108304,0.001,1.0736942906332496,2.521629284502662e-05,0.041458676361109024
ours,coord_01_train_lr_005,coord:train.lr,2,0.6787003610108303,0.014440433212996373,0.6787003610108303,0.6787003610108303,0.001,1.0,2.6527690644866382e-05,0.01
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.6787003610108303,0.02166064981949456,0.6841155234657039,0.6732851985559567,0.001,1.0,2.521629284502662e-05,0.031129456560456282
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.6787003610108303,0.018050541516245522,0.6787003610108303,0.6787003610108303,0.001,1.0,2.521629284502662e-05,0.01569929631501374
ours,local_var_topk_014,local_var_topk,2,0.6787003610108303,0.018050541516245522,0.6787003610108303,0.6787003610108303,0.001234687834,1.7219177691942897,2.5216293e-05,0.05
ours,coord_02_train_weight_decay_011,coord:train.weight_decay,2,0.6777978339350181,0.015342960288808716,0.6841155234657039,0.6714801444043321,0.001,1.0,2.521629284502662e-05,0.043221282843119845
