ts_epoch,event,phase,completed_jobs,total_jobs,failed_jobs,percent,eta_sec,elapsed_sec
1774501558.3342674,init,,0,0,0,0.0,,2.765655517578125e-05
1774501558.3346493,pipeline_start,,0,0,0,0.0,,0.0004971027374267578
1774501558.3421948,lock_wait,,0,0,0,0.0,,0.0008327960968017578
1774501558.345345,lock_acquired,,0,0,0,0.0,,0.008392572402954102
1774501558.3475869,method_start,,0,0,0,0.0,,0.011510610580444336
1774501558.349517,lock_wait,,0,0,0,0.0,,0.013837099075317383
1774501558.3513374,lock_acquired,,0,0,0,0.0,,0.015770673751831055
1774501558.3532732,lock_released,,0,0,0,0.0,,0.017506837844848633
1774501558.35528,lock_wait,,0,0,0,0.0,,0.020185232162475586
1774501558.3571577,lock_acquired,,0,0,0,0.0,,0.021469831466674805
1774501558.3589513,plan_add,,0,24,0,0.0,,0.02331399917602539
1774501558.3608248,phase_start,baseline:coord:train.lr,0,24,0,0.0,,0.025115251541137695
1774501638.9782238,group_slots,baseline:coord:train.lr,0,24,0,0.0,,80.64389491081238
1774501639.0309966,group_start,baseline:coord:train.lr,0,24,0,0.0,,80.64440107345581
1774501790.0787015,job_done,baseline:coord:train.lr,1,24,0,4.166666666666667,5330.117542982101,231.7442409992218
1774501810.0422485,job_done,baseline:coord:train.lr,2,24,0,8.333333333333334,2768.7872021198273,251.70792746543884
1774501811.5601268,job_done,baseline:coord:train.lr,3,24,0,12.5,1772.5806403160095,253.22580575942993
1774501814.0570455,job_done,baseline:coord:train.lr,4,24,0,16.666666666666668,1278.6134779453278,255.72269558906555
1774501942.7580874,job_done,baseline:coord:train.lr,5,24,0,20.833333333333332,1460.810374736786,384.42378282546997
1774501978.5449462,job_done,baseline:coord:train.lr,6,24,0,25.0,1260.6318998336792,420.21063327789307
1774501978.9637802,job_done,baseline:coord:train.lr,7,24,0,29.166666666666668,1021.5286679608481,420.6294515132904
1774501979.7651963,job_done,baseline:coord:train.lr,8,24,0,33.333333333333336,842.8618311882019,421.43091559410095
1774502091.159286,job_done,baseline:coord:train.lr,9,24,0,37.5,888.041691382726,532.8250148296356
1774502143.138442,job_done,baseline:coord:train.lr,10,24,0,41.666666666666664,818.7258228302002,584.8041591644287
1774502143.370822,job_done,baseline:coord:train.lr,11,24,0,45.833333333333336,691.406734379855,585.0364675521851
1774502147.651562,job_done,baseline:coord:train.lr,12,24,0,50.0,589.317275762558,589.317275762558
1774502253.9530149,job_done,baseline:coord:train.lr,13,24,0,54.166666666666664,588.6004774203667,695.6187460422516
1774502324.5706816,job_done,baseline:coord:train.lr,14,24,0,58.333333333333336,547.3117167609078,766.236403465271
1774502326.5656993,job_done,baseline:coord:train.lr,15,24,0,62.5,460.9388065338135,768.2313442230225
1774502327.949662,job_done,baseline:coord:train.lr,16,24,0,66.66666666666667,384.80769395828247,769.6153879165649
1774502393.8301673,job_done,baseline:coord:train.lr,17,24,0,70.83333333333333,344.02771318660064,835.4958748817444
1774502478.6337855,job_done,baseline:coord:train.lr,18,24,0,75.0,306.76650325457257,920.2995097637177
1774502495.8396115,job_done,baseline:coord:train.lr,19,24,0,79.16666666666667,246.71192909541884,937.5053305625916
1774502496.3405955,job_done,baseline:coord:train.lr,20,24,0,83.33333333333333,187.60126953124998,938.00634765625
1774502552.1538508,job_done,baseline:coord:train.lr,21,24,0,87.5,141.97422320502145,993.8195624351501
1774502651.1690385,job_done,baseline:coord:train.lr,22,24,0,91.66666666666667,99.34861575473438,1092.8347733020782
1774502655.668402,job_done,baseline:coord:train.lr,23,24,0,95.83333333333333,47.71017791913903,1097.3340921401978
1774502658.0341547,job_done,baseline:coord:train.lr,24,24,0,100.0,,1099.6998612880707
1774502658.0488148,group_end,baseline:coord:train.lr,24,24,0,100.0,,1099.7145750522614
1774502658.0522163,phase_end,,24,24,0,100.0,,1099.7149822711945
1774502658.0548427,lock_released,,24,24,0,100.0,,1099.718457698822
1774502658.0572848,lock_wait,,24,24,0,100.0,,1099.7227385044098
1774502658.0594778,lock_acquired,,24,24,0,100.0,,1099.7235133647919
1774502658.061712,plan_add,,24,48,0,50.0,1099.7256424427032,1099.7256424427032
1774502658.064128,phase_start,baseline:coord:train.weight_decay,24,48,0,50.0,1099.7278833389282,1099.7278833389282
1774502732.7635794,group_slots,baseline:coord:train.weight_decay,24,48,0,50.0,1174.4292685985565,1174.4292685985565
1774502732.7661514,group_start,baseline:coord:train.weight_decay,24,48,0,50.0,1174.429770231247,1174.429770231247
1774502902.1390254,job_done,baseline:coord:train.weight_decay,25,48,0,52.083333333333336,1236.300080871582,1343.8044357299805
1774502911.5916836,job_done,baseline:coord:train.weight_decay,26,48,0,54.166666666666664,1145.0634204791143,1353.256769657135
1774502911.5953293,job_done,baseline:coord:train.weight_decay,27,48,0,56.25,1052.5339943567913,1353.2579927444458
