method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-1.9680514392131366e-05
baseline,e0,e2,-0.12291254766829615
baseline,e0,e3,-0.0801515664985457
baseline,e1,e0,-1.9680514392131366e-05
baseline,e1,e1,1.0
baseline,e1,e2,0.03344951622872554
baseline,e1,e3,0.008077117102988746
baseline,e2,e0,-0.12291254766829615
baseline,e2,e1,0.03344951622872554
baseline,e2,e2,1.0
baseline,e2,e3,-0.13648598481715815
baseline,e3,e0,-0.0801515664985457
baseline,e3,e1,0.008077117102988746
baseline,e3,e2,-0.13648598481715815
baseline,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.12664690770749737
ours,e0,e2,-0.13411481814985898
ours,e0,e3,-0.08249955340174689
ours,e1,e0,-0.12664690770749737
ours,e1,e1,1.0
ours,e1,e2,0.0452545211671726
ours,e1,e3,0.19863676818671877
ours,e2,e0,-0.13411481814985898
ours,e2,e1,0.0452545211671726
ours,e2,e2,1.0
ours,e2,e3,0.04734967647731333
ours,e3,e0,-0.08249955340174689
ours,e3,e1,0.19863676818671877
ours,e3,e2,0.04734967647731333
ours,e3,e3,1.0
