method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.eps,method.ours.lambda_align
baseline,coord_03_anchor,coord:train.grad_clip,1,0.5572824822027762,0.0,0.5572824822027762,0.5572824822027762,1.0,2e-05,0.01,,,,
baseline,coord_02_anchor,coord:train.weight_decay,1,0.4341928054465876,0.0,0.4341928054465876,0.4341928054465876,1.0,2e-05,0.01,,,,
baseline,coord_01_anchor,coord:train.lr,1,0.3913453128689268,0.0,0.3913453128689268,0.3913453128689268,1.0,2e-05,0.01,,,,
cagrad,coord_01_anchor,coord:train.lr,1,0.6168246217715961,0.0,0.6168246217715961,0.6168246217715961,,2e-05,,0.4,0.1,,
cagrad,coord_02_anchor,coord:method.baseline_cagrad.c,1,0.39912887153908555,0.0,0.39912887153908555,0.39912887153908555,,2e-05,,0.4,0.1,,
cagrad,coord_03_anchor,coord:method.baseline_cagrad.inner_lr,1,0.38971132594082225,0.0,0.38971132594082225,0.38971132594082225,,2e-05,,0.4,0.1,,
ours,coord_02_anchor,coord:method.ours.lambda_align,1,0.4058095281983281,0.0,0.4058095281983281,0.4058095281983281,,2e-05,,,,1e-08,0.001
ours,coord_01_anchor,coord:train.lr,1,0.4053759810646167,0.0,0.4053759810646167,0.4053759810646167,,2e-05,,,,1e-08,0.001
ours,coord_03_anchor,coord:method.ours.eps,1,0.38530676769694305,0.0,0.38530676769694305,0.38530676769694305,,2e-05,,,,1e-08,0.001
