method,expert,purity_mean,purity_std
baseline,e0,0.591876745223999,0.12348487043130817
baseline,e1,0.48332985639572146,0.2909555557553585
baseline,e2,0.4083366572856903,0.38269644562139954
baseline,e3,0.5834084630012513,0.2142679682375133
ours,e0,0.7523084819316864,0.1969356559994755
ours,e1,0.5803857326507569,0.10243698544928667
ours,e2,0.6394015312194824,0.11722640438948415
ours,e3,0.6445932030677796,0.05652043650511719
