method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,2297.3754064654117,59.26308282693866,1.0804627963952023,0.06686808411487574,3835.3212890625,0.0
ours,4649.5044082212025,23.94941310840343,2.8979702880647267,0.01587489255562074,2408.248046875,0.0
