method,expert,purity_mean,purity_std
baseline,e0,0.665017056465149,0.06932343126851788
baseline,e1,0.5226843416690826,0.09374831662440611
baseline,e2,0.5075610876083374,0.3182187173327878
baseline,e3,0.8375279188156128,0.18599426355671467
ours,e0,0.580526489019394,0.12513253954451783
ours,e1,0.5957180559635162,0.18083572585372432
ours,e2,0.5687833189964294,0.3192161863019118
ours,e3,0.7183618009090423,0.2787643632450074
